,Date,MSFT,AAPL,NVDA,AMZN,GOOGL,META,GOOG,CVX,TSLA,LLY,UNH,AVGO,JPM,V,XOM,JNJ,HD,MA,PG,COST,MRK,ABBV,ADBE,CRM,AMD
10,01/19/2021,-0.48279234429385726,-0.8916100786270525,-4.377285865179761,0.21032582913483597,1.6045234318405301,1.6586239784946364,1.366374697107781,3.1768461602931417,4.112474913541868,6.744106300753644,-2.3728554068823646,3.0307657754803285,-0.00726269024355564,-5.275045233153146,4.269864414306785,2.139675289318251,0.7226256006019455,-6.392869733206111,-3.0830782231140987,-2.620801592942132,-2.129413497476701,4.102037169192182,-3.7407200151146442,-0.6827058387922265,-8.020568690753535
11,01/20/2021,4.378166689441621,2.507769216134861,-0.8824956387835364,4.567696582627444,8.209831693382846,6.5275458550652505,8.03584424162101,2.1855590734485486,0.1189030140706729,12.561505502247183,-1.827220771460572,2.7793045585959777,-3.030950007949377,-1.3645520268554796,3.4461087502472143,2.687669535376177,-0.7346166146406785,-2.3358235567147254,-3.7358635221721315,-0.7962923490005885,-0.7582336133200085,3.7868379387801974,-0.4070779041667155,3.674832039689856,-6.931628112462524
12,01/21/2021,3.989104732891958,4.5686958492577805,2.4812323919466777,4.456887746544531,7.835161942708173,8.436653862276392,7.800386096759368,-1.3297525658386475,-1.1025202851645595,9.083553446081067,-0.011272842852359003,3.459579315661028,-3.933017892062882,-2.0109825211597503,-0.6402297200391385,2.43207073469085,1.824509634399092,-3.43313518894769,-3.9776775091335743,-1.130974306675671,-1.4088054585352396,0.09897382547336118,-0.006355000545003441,1.8287678188225402,-0.2723905026422743
13,01/22/2021,6.069858463359638,7.881460639735452,3.880629696482403,5.268150350689601,9.338387625898545,11.748901108150612,9.24444014982228,-3.9375785406202133,0.1940809692411853,10.418342654199291,-0.8501420337224866,2.8646128761701393,-5.227733022028973,0.07924808954529686,-5.7245277524660185,1.805151356146792,5.835894696194287,0.6301054939566145,-3.6935901558670623,-0.013797905733589685,-1.448226054951639,-0.6897605075065013,1.9794102025166602,4.7170676628192725,2.202885758158364
14,01/25/2021,7.937928185588575,12.41149335635342,6.172476417441989,6.112589788090963,9.646797908167473,10.602326977467353,9.400468172076748,-1.292212160647152,6.613736678387454,11.312055901988005,-0.9934606097006993,4.24806516696382,-4.702850328423521,-0.3026091740489124,-2.067226115088289,3.5433514099861423,3.443507039747012,1.8344203534965946,-1.2927262089837415,-0.07733526340697694,-2.674516774565583,-0.018103493615348243,3.3531296540757127,5.996058372850667,6.711255220937167
15,01/26/2021,7.341530043151597,11.992478827545595,3.147751839813663,6.580774734781744,6.919696891832141,8.023738490893525,7.056945038503566,-5.4491430754296335,4.563381637505586,7.174521726562205,-2.578134739177487,1.0015994388096334,-4.679809042309266,0.17354892801681562,-6.081110868194164,4.730306622683319,3.4445047736185077,0.53996339667084,0.21914647712397076,2.9649931896679065,-3.534075539677068,-3.0130104596604577,4.332967969177847,4.382727551554906,5.880382689419236
16,01/27/2021,3.8156381772894434,7.596765743190513,-3.35185041099903,-0.9438119281309184,-3.251478119833358,1.7421876292458969,-2.973664538571443,-7.527784233442309,1.6120902787780655,3.1352523450167444,-5.087794214290048,-3.7195654695449107,-5.964549031289477,-5.358943549030978,-8.439338470456455,3.387119234701772,-0.09116475586694721,-5.798572893428987,-2.103871743899075,-1.3589543099029473,-6.5364846987819245,-8.728451543598341,-2.0714050111248534,0.5997119241179827,0.10140432438380281
17,01/28/2021,6.205267782588227,0.16076321176088768,-5.887909142811203,-2.0976814599387525,-1.642643139982985,-2.8841555531994754,-1.4879023721497024,-3.249660119557861,-1.1313776715296011,3.839886244432699,-4.746491514616244,-3.230353656182046,-3.5007281013127,-3.3733076295342244,-4.261078657461011,4.5940568580902195,-0.3583694314392226,-3.037898166714209,-0.49613699410337253,-1.5821321293820287,-4.0157612404266025,-6.336526157792892,-1.345276838636928,1.9489588453621955,-4.381079634775969
18,01/29/2021,2.659872058862455,-5.112545038810407,-5.270746446601011,-2.613121512379659,-3.4450714302357466,-5.890715274220173,-3.4354650047946187,-7.1187263349614645,-6.27302362589246,0.8877601995639846,-4.019584518285606,-3.122463564136734,-3.826885957952294,-4.341128667473392,-5.460669718725876,-0.2567854355354673,-4.640869730260446,-3.860326190910488,-1.3769026283678305,-2.7242764490770264,-4.828345715029232,-7.55908123694877,-2.893491947568482,-0.09301798728486085,-7.705573289505632
19,02/01/2021,4.409006879554218,-6.143280253477841,-3.048767579188888,1.4839103153770334,-0.06386961930275382,-5.755188460116498,0.10265982042924915,-4.939492045134635,-4.653722681908825,-4.337184866956439,-3.9705606591836493,0.4195340033658776,-1.8922102709091566,-1.3036075748470508,-4.22177167372002,-1.9701226222816948,-5.265161852712948,-2.3177881745385824,-2.472798796702595,-3.1391590160235348,-4.670371606626337,-7.420810580848049,-0.7265973351780826,1.1242955760925735,-6.873466248904673
20,02/02/2021,3.090437997799222,-5.706884655581504,0.9043467333308594,1.6195979415845199,0.5854474201373792,-5.307570242368333,0.5356700579331484,-2.57387876964336,-1.1663645285183095,-7.126740056720067,-1.2794655629180216,2.804657423313677,1.5427908173463973,0.2970389897117367,-0.5232014560781684,-5.414096326003725,-3.6942652370551916,2.0353862582391224,-3.2308940865633184,-2.575506629276092,-3.0903453316051728,-4.898902286147531,1.8161572853477619,3.509238325013011,-6.176748527791063
21,02/03/2021,4.336629999720289,-5.715908661825812,4.743487397917705,2.4732551787969586,13.191201285505224,-2.017351530992374,13.06977300468026,0.8616927719747831,-1.0958655068179324,-5.111521951721968,1.4715343921410138,4.6075905365204495,5.693709375761918,3.2774097923948204,4.564494464065819,-4.3960051275937255,0.04378823122556759,5.493054665157448,0.44399142217692633,-0.3311120256377411,0.3243899194894267,4.047073195185623,4.765220310377038,4.46659337994738,-1.0693347449374104
22,02/04/2021,1.289067891968915,0.2188346112768044,4.698913165625853,2.8842213988777297,10.81534560513628,0.5622604658018868,10.695017673105774,-0.02244373309496943,1.742814863974984,-4.045312189580144,-2.611246912480264,4.181595893570085,6.256285364294214,5.564528286482792,4.9283640778722795,-4.2385925042952595,0.27694270460755355,5.103586925564175,-1.0202658147570935,-0.1420901014618868,-2.4255600596819313,4.145491849405686,5.091586482142594,5.068430784785446,0.36563037831145767
23,02/05/2021,4.414554846156387,3.7923389719314318,4.628648741943846,4.5521182218746565,14.30862241526358,3.781992040833757,14.286335315649804,4.765284238820782,7.397319446610911,-2.9812109037860655,-2.718980215037929,3.4428456547304913,7.23554913033797,8.031038076665492,11.396058913834745,0.8091581968258706,2.968765748599517,7.101106466195553,1.0607543215940556,0.9764514040930646,-1.647844210705951,6.098743753544457,7.269439349164088,5.909736644500531,2.638956273163685
24,02/08/2021,1.1767172610678567,2.2175093454862034,9.078770708390941,-0.5964880793218957,10.113196195777254,1.7441993192277623,10.074950121128987,5.867373635888306,2.8113483481077273,1.2946815948264032,-2.892200175343761,1.2769542550050534,8.116050808646829,4.300269831938777,15.983982083974425,1.3582729237402635,3.687909529431918,4.8109096406839855,0.1550736862960108,2.858732097721135,-2.9989478691793856,4.437920004828823,5.055321226728723,4.5828528644959325,4.346335157912621
25,02/09/2021,1.7786257525745495,0.9061519462231363,5.211395381210648,-2.2189349112426036,8.142793932963324,0.8873842121915606,8.09333817812198,4.479695384844852,-2.6730390674940634,2.1006422676104592,-2.683627705982269,-0.4718095432603019,4.468232633647985,1.9298153233247048,12.842024413005568,3.113168972083262,1.6938296824750616,-0.27810928764693027,-0.0931793506847664,1.3189841428651519,-3.51034069710314,1.8652860278330963,2.2931134978533287,1.0674637201436412,2.3070031934244684
26,02/10/2021,-0.07406274293256769,1.233620324095372,9.118274061931578,-0.7833895220211934,1.3405319884064983,1.957622853998478,1.2226594049081818,4.001789323573104,-5.83485994420863,3.7723330361186775,-1.3288441569838279,1.0447385593579608,3.3447035254146518,2.5228422446292478,9.633342961060892,3.9314700955666777,1.648616841254023,0.41764215844526753,-0.5661159625064885,0.4541585996262368,-3.142799348565091,-2.711540956634148,2.230660628418164,0.8091277732825513,5.074523967965744
27,02/11/2021,1.0247485738192457,-1.4979874284441637,11.61058263212901,-2.0675452662894553,1.7101392633893244,1.4634787635484814,1.6253169958925557,3.3932614830177137,-4.509456270504689,0.8957423247072229,1.1387252568220532,1.6488611968430655,0.7377835683178772,0.8301256124679182,4.875648749995909,2.512515400132851,-0.6312401100143169,0.5985422283237484,-0.5425023692744646,-1.0256943256012157,-1.696703066960977,-4.404321584608599,1.4794209330454147,1.369867141840531,5.487258111530218
28,02/12/2021,1.151942539951163,-1.0163830956240607,10.082078621423934,-2.220664446836742,0.2968218519556362,0.8951860655899119,0.2912261309595371,3.6858581968699298,-4.237113884930791,3.1648323514831356,1.1494372324251065,4.358274708293743,2.369939529671749,0.7261238713587606,2.858750193533858,1.2952575688628005,-0.4841160743747511,0.6641876096760937,-1.504984275743885,-0.6813499668701557,-1.0554235072833003,-3.9455413138484428,1.365520866329137,0.6195302152958998,6.678037560055442
29,02/16/2021,0.5072847283388217,-2.7170998672032662,6.174360927588263,-1.6247712058747625,1.2559301550167,2.77215658364293,1.3851537190431977,3.2426970021380894,-7.783000236776156,0.41271559901157817,0.08632015793449989,3.4757759982483982,3.2182023466357372,0.6441736296294812,1.5811077073487025,0.09093217819577559,-1.656941135812739,1.2402510254442998,-0.967705102462432,-1.620189236656758,-1.052768470136139,-2.4709781131606086,1.5959180020579093,4.043026810458934,-0.01093488148790457
30,02/17/2021,0.4071305807071586,-3.801195123123296,4.506343294224162,0.11014029406202722,2.0829810379555567,1.5290387569260573,2.15021563235129,6.94354982734484,-6.040307950708573,2.782313928547888,-0.840353247952563,1.6539196205729714,3.9547384971684507,0.6353512138309302,4.38474381350728,-0.3668739951928434,1.4994680340031465,1.1666166385739511,-0.16321115519876792,-0.4227470810109632,0.6663073786817255,0.8443955798307777,-0.9716715906164572,4.630336651953451,-1.0669906298853382
31,02/18/2021,0.6306948639936522,-4.195258159942043,0.4385683240557937,1.2672774367157513,0.9264400826242297,-0.9121935164934339,1.0413418541798216,4.131921807211432,-2.166951946590411,-1.1889654419906055,-1.4967014263632823,2.8103454213686776,4.2459898819369135,1.567058071138645,1.7605763263085803,-0.6414411119674457,1.564454257376013,1.2716439233528418,1.0216877827700583,0.22463359386890852,0.6943490619883832,1.931763534578506,-0.8727988701057019,4.346904880479062,-4.017324467538888
32,02/19/2021,-1.2127227185863088,-3.892539217496343,-2.1261086759104457,-0.3749152895012867,0.00287095348967684,-3.2656594591056334,0.2504873276607227,5.579389303008276,-3.7404917854530804,-0.8194269968872379,-2.549038318533935,2.4185305614581165,6.282749658431559,-2.8149613615334146,5.076232916394635,-1.85474944476453,0.931215880516968,-2.829057224186133,-0.9428724778074733,0.7296977808243336,-0.5753136352707523,1.2144771017069036,-3.5238210648104333,2.2052694181274095,-3.3239819871863063
33,02/22/2021,-4.057265733275507,-6.921770927064322,-4.047129712710613,-2.958465234069495,-1.9460394323695378,-3.7597092154286043,-1.8644410110740095,7.812838183401953,-12.451601135131817,-3.188771577886736,-0.18280171248179009,-2.0480293429433307,5.776969402958239,-0.7810804269936185,7.482187924230691,-2.221545432753463,-0.5981877636249837,-0.09969820149943329,-0.8149107144525276,-0.7200727719466459,-0.09333184852623126,2.508585937699357,-6.316656642800873,0.24129543738265644,-8.958082752694107
34,02/23/2021,-4.059398976290176,-5.503397956458751,-7.751020750598474,-2.2774826953157272,-2.3963679066188455,-2.9601839007940898,-2.4053932077499316,6.9795124385660126,-12.230290153464813,-1.5940757382782889,1.5063793403889045,-3.5225844045553742,4.120287208846101,2.0250351836903855,5.78400557343264,-2.198787991022067,-2.959450849360856,2.699238416455773,-0.31269953434088626,-3.347459489527334,0.3905610794428587,1.986554302472545,-6.745878691352935,-5.209379757438111,-7.347475713941913
35,02/24/2021,-3.9516959358518005,-4.1959622234006035,-2.730447279874027,-4.506688586863083,-1.6430519940526862,-3.3848775515258325,-1.5571018602401092,7.704333791629986,-7.032509796481399,-0.9396549993648443,1.6367924936924585,-0.3316160555469269,5.6237099149120136,5.744307004401477,7.284771189731641,-1.2411826772828183,-7.4576419734475845,8.890409236794573,-0.6227573698043314,-4.843030662580515,-1.2840841165177266,2.257974034462915,-2.974170051175324,-2.903174648747796,-3.335556947482215
36,02/25/2021,-6.070782919390851,-6.722703156712963,-10.26031095820339,-8.144567769649285,-4.267238118591056,-5.456776943353016,-4.054411290523667,7.736850214498727,-13.355684907797865,1.3424927599426568,0.14006252147607567,-5.400813904679729,3.8395667941326943,2.101741397534338,7.189542755094354,-1.1856415186215792,-9.821576443943211,4.759806914721831,-2.2774589543282207,-6.449623427448928,-1.0476031144327271,1.1974334473920383,-5.981119181588746,-6.449128792373791,-7.017149439905693
37,02/26/2021,-3.564763488003565,-6.629708735287536,-8.119804492412324,-4.829992134673619,-3.202781749879924,-1.5063474836298576,-3.05928868279235,4.384122279455982,-13.541526660970938,1.9759022637222081,2.353818039103138,-4.100340297486435,-0.574256590768248,3.7415090621171854,3.818967584103107,-2.1670723387273405,-7.616959203345128,6.207035935927317,-2.8241103749001772,-6.700132533965498,-2.274280092191916,2.5997384099047323,-4.0595220169627595,-12.191757728846554,-5.659745022539844
38,03/01/2021,1.0362117467873788,1.420644581153842,-3.5804512801654282,-1.0877944752816677,0.7496658569786162,1.759312152298818,0.805370932779232,3.7198980067933665,0.55003395267358,2.8851964829753682,2.139560491846736,2.775221881330283,0.7295215297343101,3.9890403303982374,3.8673886755537588,-1.5753496373354614,-5.15858390460985,6.5285064091155185,-1.8091375974536719,-5.265415737051684,-3.403183287167449,1.2609791329211752,0.4793231370370871,-9.715710296164898,1.194795139100829
39,03/02/2021,0.25721571624212836,-0.5879745530504543,-5.20261136812418,-3.1294440116861924,0.21164041542375264,-2.5803000562461977,0.2404803328836547,2.820430546392945,-1.7743680514447648,0.81982383084286,1.5568535154794176,1.8245355395729375,-0.3984075161780036,1.7255027912544876,1.8528560524451718,-0.8850669189691419,-2.6006585684158505,3.53858654986106,-2.8387771009108893,-4.001166324640444,-2.267227550257256,1.4867881673385073,-0.2586557260907155,-9.408418870467553,-0.7198496881392623
40,03/03/2021,-2.980162564276882,-2.624647616898486,-11.68527078602667,-4.890918201884103,-3.4744004246489406,-3.3672558657231066,-3.2675119908329298,0.2710359628893636,-11.970024813577396,-1.232157255530569,0.19865017859649908,-3.705718266434764,-0.22837143278623112,-2.0872087882595003,-0.31746261565267486,-3.9178298450199844,-1.0039803117197277,-1.9247445055595183,-3.5249911466605663,-4.925147877966275,-1.7030773620185946,-1.821707671421351,-5.910365322216493,-14.334428845894417,-6.993330642188954
41,03/04/2021,-0.986962649223176,-0.7107971374101512,-7.043022362232378,-2.6034014587377428,0.891889252959302,1.1582756208539937,0.8728118015843502,2.1006532109786087,-8.909147308959216,-1.6092638413811013,1.502110236915172,-2.9683442404216978,-0.41011434582199646,-1.0526497050848762,5.290521709422267,-5.953544153113442,-1.6924750435569815,-1.4299206663921493,-3.49978206330677,-4.4504150626876715,-3.283302859562514,-1.5652799117804501,-4.377560315185247,-11.14332689802648,-5.666098365317486
42,03/05/2021,-0.3356456005166433,0.13193467639547807,-9.136315874163374,-2.989724726793412,3.717280533257303,2.5852044827032303,3.5191417693590554,9.000009377336342,-11.480387351410615,0.9907691576034088,4.478960932699807,-4.199028027808032,2.54130241001267,1.4219122452466753,12.065482039953473,-1.4893453020140843,-1.8657616113806526,1.986748808065647,1.9833309396538539,-4.132924552456011,0.7023007428509089,-0.965287835749912,-4.098598191119689,-2.6512727451104086,-7.087924910365224
43,03/08/2021,-4.030561240798698,-8.944360358210798,-16.24433442261354,-6.172327202153557,-3.0033934633290977,-3.623874512402478,-2.754727819406008,7.545297186415676,-21.634674353682726,0.27120371115221265,4.637678018007792,-13.956872768922493,1.6013577023268313,1.6802921455886977,7.925538927837109,-1.2051282024825047,-0.9899816688418486,2.322956717454041,2.4297985080955016,-6.133761974815839,2.473041345339156,-2.121571209896916,-10.30091240128759,-4.514108839064521,-14.388239834465363
44,03/09/2021,-0.038492412648574656,-3.2209120959575053,-6.576607479602542,-1.0237416465782183,-1.1683341985854017,2.6023128318050195,-1.1147272262844543,6.891830108165081,-1.8734339896786447,0.9650257867901989,5.181695271113263,-7.681414834398609,1.2132822336326297,2.127268019723829,6.884258883951262,-0.8300964279740574,1.7941533815871564,3.7759881550511603,1.8401881745669466,-2.94707465461051,1.7707361410241085,-0.9828469769045086,-5.87453736197546,-0.9087939430892275,-6.656363552767834
45,03/10/2021,2.1356974308313315,-1.7040810641887898,-2.5943373410084676,1.7517496067751663,1.2319699844719803,3.715590657494239,1.397338868942883,7.510385726640416,2.2749494511741917,1.7079215402766146,5.0260271782176655,-5.500373340500936,1.4518088500893593,3.8724460388830733,9.288743454796961,1.8755535089521127,4.098691516018789,5.954202025555348,3.3939520890811417,-0.027777274685158077,1.9917874524766819,1.2089058643447002,-2.551009506077328,2.8932071426539743,-4.130600967195113
46,03/11/2021,4.586978331572842,1.5233465212387016,5.0745753106542235,4.5681615504759145,3.2749383250644954,6.303364893273768,3.2053294547378206,6.401900886429345,12.577238043296028,2.328716921755627,5.77874327218606,2.2768917880760924,2.4973569777386357,6.926727814205308,4.42856066277284,3.9654977435702143,7.812843515561106,9.979989248484731,3.896856221803141,3.0121436143065052,3.408613949221901,2.101283946545914,2.733111662808354,5.172159461589847,4.475888561972468
47,03/12/2021,1.7918872979154683,-0.3211934143618683,3.201369446174333,2.9672168379949078,-2.2445606088410126,1.558950785612858,-2.2110097399665145,2.3486197719594673,16.018061588448738,0.560614846194804,2.934263758531856,0.22881979832906277,3.472249415808437,4.154858928358874,1.7068947263283216,2.242160588990372,8.398300501104089,6.049075574733409,1.7145608065315332,4.355219117917612,2.906386307768647,1.4245656938076179,0.7871518105391729,0.6879921450103239,3.2221173164235157
48,03/15/2021,3.2631246969930783,6.557224380346979,13.823142882866184,4.394719294527523,2.3382317529965895,7.222593168203016,2.0907307554328063,0.45557267343818136,25.744221668840417,-8.631573976946273,1.4185084056308228,11.755506259287344,1.6087726007880647,1.3619599444204333,-0.7885762562126802,1.918695423720653,8.205775876583191,2.8088067606327285,0.9818626058783121,6.129994121220796,3.6804386684430876,3.9110525494908135,6.265428149581326,2.4456007130758537,11.546783425150492
49,03/16/2021,1.68108064110394,3.699735619155156,6.158032491029843,0.9471573671177371,2.133453008939835,5.095209243057463,1.939881398170968,-1.6986329098156598,0.4899154444095584,-7.379566362926801,1.102257880998776,7.79530049773864,1.1064964121164784,1.96950996910882,-1.368276799617256,2.327229878007338,7.1284572391001655,1.5563507750917078,2.187377182822848,2.6569951673175716,4.5115586003034736,3.7925014403161565,2.5866423923202135,1.3945998039361238,5.373744156756128
50,03/17/2021,1.9877590837715633,3.9839883243723735,7.001800351192937,2.5539273051193825,2.2605929464662076,7.214049191940824,1.7542301682266306,-2.9990217511114374,5.051941576236195,-9.111717702103014,1.0958562783749233,10.512144970656426,-0.025788041346897626,-0.06720890844750453,-3.885383960612243,1.0179272452852641,5.179537308170294,-0.7912053877443197,0.8481246893786178,1.655156538206531,4.30600110471496,-2.740748365228372,3.2035879469919717,0.5472675818916276,6.5918483380231345
51,03/18/2021,-2.703169130060314,-1.1725262428025744,-2.0856715422207137,-2.7492371561321747,-3.7704581377774486,1.7306813750069643,-3.7143570224794695,-6.358477361572958,-6.638077156997041,-10.369859618843739,2.898946126916179,2.3055358524644234,2.157859058914087,-2.4275964460041974,-7.339752188850028,0.8357407169819663,5.322688494301971,-4.5215721209644535,1.410440278111858,-1.725248245637693,4.447149196278752,-3.800877331561245,-2.6337970440992615,-2.99606451129233,-3.828635334022919
52,03/19/2021,-2.2905623079849056,-0.8592885359269926,-0.0797216022710192,-0.470305100704381,-1.1239028558498474,8.088670621747914,-0.9078887669569132,-7.332372746580698,-5.601605251101584,-11.433118329334777,2.685224612875978,5.9841566745192285,-0.6468148527697591,-7.782132110891483,-8.842998889315748,0.2756829603725186,5.858659317612306,-6.845918328939973,-0.10146650049642557,-0.6734368532353074,3.9008143197850913,-4.435417965459319,-0.6302020864050805,-0.0047169149937856805,-2.4552812069522845
53,03/22/2021,0.5025200705884141,-0.4839023007427694,-0.03789742754116159,0.9472126744483018,-1.1560327861498287,7.229226865724886,-1.3501195345267858,-6.9931925679998965,-5.359211674480443,-1.7551560416057428,3.6679116253990216,1.7471548169929525,-2.8319499104475314,-6.83924476973534,-7.418436244506712,0.04987447863390452,3.7337789917380717,-6.119031049124303,1.2600917588424794,1.2042074571937622,1.6791361731385315,-3.9542875789622873,1.0768800383510075,1.1137194939847173,-2.6666629675662876
54,03/23/2021,-0.0546975850113718,-2.4129846775636907,-1.6589896946916975,1.476132584546253,-2.0423399547571943,4.064023973476544,-1.8905404359881135,-5.267548370449894,-2.174681802913151,-3.7820734210964178,3.919920460095541,-2.19426350711295,-2.638263591709402,-7.365378060176381,-6.580933953024378,-0.6321024811007989,2.8006535293859596,-7.089797196832441,2.8385266647262157,4.000009742956451,-0.7030246477870455,-5.413228374785811,2.144094526323574,0.24244884502960562,-5.280970086503965
55,03/24/2021,-0.66653157334977,-3.7431835171853605,-5.233770674548098,-1.5517909210172882,-2.386392474239957,-0.6584257782782675,-2.2007790076285323,-3.082487457153808,-10.19364145430063,-3.5130788925126084,5.230275105893917,-4.703500680786443,-2.882198418560534,-6.703431127442388,-5.103576542658934,0.7090745302301993,4.542337663063891,-5.025371613633971,3.2238123781207744,2.688434854424873,-1.3712730759977154,-1.8849931513535825,0.11086228446677568,-1.684495317258527,-7.442810239510182
56,03/25/2021,0.7021397351544967,0.04978320797582378,-1.4718083446773547,0.6033691596894937,0.550129862835904,0.04306766179398937,0.3997655675854997,0.9124094613387326,-1.955111182690708,-0.45670551438539814,2.4968987315336943,0.2497004173894921,-3.235006417660728,-5.750909304235598,-1.1089524822440437,0.9347706340158043,4.9512442657848545,-2.354222573968511,3.714060421329573,7.232647903730541,-1.5529976973411148,0.10602104281255649,2.6891019070880726,-1.9285819021055437,-2.432157525701107
57,03/26/2021,2.6611465183815337,1.0167645269126229,-0.05060362556173356,-0.7457005135654136,-0.11001299695081672,-2.443899450513153,-0.37441984192157973,3.9659603003207993,-5.521704997248341,0.5534841398721879,2.981596083691564,1.597613136600839,-0.03223832176691255,3.2044434450584407,2.159680567884755,3.0554839096692774,5.088202429897241,2.7011903426684776,5.812045899293605,7.026259593576394,-0.1548155228394217,2.475355518134106,6.24914979340671,-1.465598800696541,-2.0870148588880424
58,03/29/2021,-0.317802234324857,-1.6208782653744567,-1.804891294014203,-1.1295899555205622,0.7435869113555054,-0.9266202703291364,0.8515727760482086,4.271503944468587,-8.76268321393557,0.2690586700262258,3.325511616174622,-0.5596739715937228,1.132668096713191,3.129789972656871,2.6649994802922574,3.4517095284259067,4.58915969430291,1.2583771625095683,5.676766874277963,6.475507344460437,1.0192143727812522,0.7837452026755811,3.7377607756743982,-2.044891915196121,-3.9352472503302116
59,03/30/2021,-2.4118144994175683,-2.154410675710128,-1.5224918108563377,-2.620241689492032,0.2518003357736473,-0.9049323327345253,0.1256700563441564,3.8835009084562366,-4.008093684208052,0.9908612070909137,1.3731413648824373,-1.7023742208803083,3.3587658070004105,1.8015789066310368,2.662064051693456,2.906151879198367,5.117558711854895,0.8247165214455057,2.1493004926181793,2.7648634173472764,0.9046763033838205,1.8599875112973885,1.1429767728212268,-2.3255813953488373,-3.036485502446458
60,03/31/2021,0.1316519731899158,1.7153781798698458,5.578167575137806,0.22707252115051527,1.4754974498117135,4.391431022748758,1.1525382754940214,0.08597316715492703,5.975215234705295,3.6909725042087635,0.3966543786985589,1.3974198832347404,1.0689217645281877,1.7590288421183944,-0.9052273993008619,1.5070154376993068,4.269876655610228,-1.0009499438708767,2.165032173046274,4.271691239616229,1.114883872883737,5.006798636105482,5.2844864644192535,1.1167834446252256,2.6412088838948455
61,04/01/2021,4.3083507244970045,1.9984996511759792,10.183266415280098,3.7665855037850684,4.78828342190989,7.146449783177822,4.568172457840105,0.6471810795881827,3.335465165277497,1.174277637431185,-1.0832788503095259,3.0864185648936946,0.7603922265890489,4.274653529246735,2.153777717071298,0.5309462185673962,3.556778949332836,1.3785173516443763,0.5993548763402121,2.4831071128721036,1.3408597206945139,4.466689591287023,7.173109559860441,6.464173783820158,6.389392599307249
62,04/05/2021,5.323938031699395,3.869310436097472,8.943265714951155,5.72405941390028,9.592878161882442,9.147768939806873,9.334086946353047,-2.7633028858932063,11.692073484273296,-0.22664372828292814,-1.6734279235643388,1.3359777205032075,-0.36443299250444744,2.5804355584265233,-2.0966920906224153,-0.9094729271181731,3.814885061538146,0.5954069671314689,0.7382926283449428,2.499857798974486,-0.5039728415698935,0.15096701648990896,4.802916061989152,5.35654366273119,5.19312292066731
