Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adjusted Close
01/04/2021,131.035609006256,131.12393079000734,124.40138964990409,127.00208282470703,143301900,0.0,0.0,127.00208282470703
01/05/2021,126.49177772378678,129.28875452776282,126.0403302315261,128.57232666015625,97664900,0.0,0.0,128.57232666015625
01/06/2021,125.34355560518563,128.6115971467364,124.02848466735863,124.24439239501953,155088000,0.0,0.0,124.24439239501953
01/07/2021,125.97162938150967,129.18078927811055,125.48093279073952,128.48399353027344,109578200,0.0,0.0,128.48399353027344
01/08/2021,129.96592163087954,130.16221229207352,127.80685913162058,129.59300231933594,105158200,0.0,0.0,129.59300231933594
01/11/2021,126.78621547448277,127.74797681148866,126.10905163393149,126.58011627197266,100384500,0.0,0.0,126.58011627197266
01/12/2021,126.10902143895353,127.27688169884232,124.49953725071194,126.4034423828125,91951100,0.0,0.0,126.4034423828125
01/13/2021,126.36418695349148,129.00413713920824,126.09922156319543,128.45455932617188,88636800,0.0,0.0,128.45455932617188
01/14/2021,128.36624630749185,128.56252197201644,126.3641955946703,126.51141357421875,90221800,0.0,0.0,126.51141357421875
01/15/2021,126.3838221068162,127.79703078916731,124.63694331193014,124.77433776855469,111598500,0.0,0.0,124.77433776855469
01/19/2021,125.40244253470397,126.31514614783522,124.57807570501232,125.4515151977539,90757300,0.0,0.0,125.4515151977539
01/20/2021,126.26605855380977,130.0247964808752,126.15810469781516,129.57334899902344,104319500,0.0,0.0,129.57334899902344
01/21/2021,131.3103886709983,137.07116088889268,131.10428954848368,134.32325744628906,120150900,0.0,0.0,134.32325744628906
01/22/2021,133.74426539927524,137.2478463453018,132.50771534619807,136.48236083984375,114459400,0.0,0.0,136.48236083984375
01/25/2021,140.40791435723037,142.3903175858222,133.99940380383867,140.2606964111328,157611700,0.0,0.0,140.2606964111328
01/26/2021,140.92807702368188,141.6150493053342,138.73955928909098,140.4962615966797,98390600,0.0,0.0,140.4962615966797
01/27/2021,140.76123684592343,141.6150592181247,137.79743979835283,139.41673278808594,140843800,0.0,0.0,139.41673278808594
01/28/2021,136.9239932628227,139.3480358384111,134.1564570526862,134.53919982910156,142621100,0.0,0.0,134.53919982910156
01/29/2021,133.30262513606195,134.19569644142416,127.7872007653493,129.504638671875,177523800,0.0,0.0,129.504638671875
