Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adjusted Close
01/04/2021,351.47553384274397,351.60316941701404,341.0294309694082,345.08416748046875,4638400,0.0,0.0,345.08416748046875
01/05/2021,342.44314233931897,346.56660973718186,339.14439239014723,341.08831787109375,2990700,0.0,0.0,341.08831787109375
01/06/2021,344.0336622390213,347.5778561592792,338.28044426348754,341.2159423828125,3966800,0.0,0.0,341.2159423828125
01/07/2021,343.0246681034576,346.3865780092805,342.464339786029,343.919189453125,3100200,0.44,0.0,344.359189453125
01/08/2021,345.39372219113005,348.95227803284877,343.5554804990422,347.8414611816406,3371500,0.0,0.0,347.8414611816406
01/11/2021,346.1309945383915,347.4187777304127,341.8843729409598,342.28741455078125,2403000,0.0,0.0,342.28741455078125
01/12/2021,341.18641133401434,342.0908025174064,330.3240573342896,337.0970764160156,4858100,0.0,0.0,337.0970764160156
01/13/2021,343.67346073512044,343.82093767152367,338.3848405977206,340.44915771484375,4125700,0.0,0.0,340.44915771484375
01/14/2021,342.7691504140816,343.64402236991845,321.1427164575274,321.3786315917969,8712200,0.0,0.0,321.3786315917969
01/15/2021,321.9782269515968,324.0917129523516,316.4143327825717,317.7709045410156,7911500,0.0,0.0,317.7709045410156
01/19/2021,321.4375846546098,323.5412610981186,319.14716207766816,320.4054260253906,4625200,0.0,0.0,320.4054260253906
01/20/2021,324.38661407502775,332.1917917590111,323.5412316555509,329.22308349609375,5081000,0.0,0.0,329.22308349609375
01/21/2021,328.7315884927935,331.13996851651416,326.11675275323415,328.7610778808594,3484900,0.0,0.0,328.7610778808594
01/22/2021,324.77990764708017,329.45906122933263,323.3250276260608,323.4036560058594,3846600,0.0,0.0,323.4036560058594
01/25/2021,321.9486932992275,324.3472630352177,311.843255067032,323.60015869140625,6257700,0.0,0.0,323.60015869140625
01/26/2021,324.3964308683289,324.9272697913927,320.28741661051316,322.135498046875,3503100,0.0,0.0,322.135498046875
01/27/2021,314.920143654448,317.5153297898931,307.80309137289015,310.1328430175781,7449400,0.0,0.0,310.1328430175781
01/28/2021,321.53593428812553,323.4135056564521,316.5127176425269,318.7736511230469,6906400,0.0,0.0,318.7736511230469
01/29/2021,318.301675396788,320.1497567016458,307.0756104482323,310.9192199707031,7627200,0.0,0.0,310.9192199707031
02/01/2021,315.4608357154724,318.0265025716417,312.18736352039866,316.09979248046875,4930700,0.0,0.0,316.09979248046875
02/02/2021,317.9576444062648,330.4518128742311,317.9576444062648,328.69219970703125,5686000,0.0,0.0,328.69219970703125
02/03/2021,328.17127887004517,330.29460493023646,325.4483252184623,327.1686096191406,4036800,0.0,0.0,327.1686096191406
02/04/2021,329.6752631370683,337.4214620251198,329.37052947517486,335.04254150390625,4537500,0.0,0.0,335.04254150390625
02/05/2021,336.70389828982167,338.4831615545103,331.66103240665035,332.9979248046875,2964800,0.0,0.0,332.9979248046875
02/08/2021,334.22663704763187,335.6913265337171,329.83253859000126,331.30706787109375,2652800,0.0,0.0,331.30706787109375
02/09/2021,330.245465105792,330.51086961287257,324.3964861586347,327.778076171875,2993300,0.0,0.0,327.778076171875
02/10/2021,329.3115976205036,329.77361807684196,326.6082934609323,328.5350036621094,4246300,0.0,0.0,328.5350036621094
02/11/2021,339.63325884695587,343.65380525769365,334.47240614378217,337.04791259765625,5110800,0.0,0.0,337.04791259765625
02/12/2021,335.53403900305346,337.2936523407479,330.9826838325086,335.20965576171875,3025100,0.0,0.0,335.20965576171875
02/16/2021,337.37233656883916,338.15874024407447,332.32944125308967,335.4161071777344,2916900,0.0,0.0,335.4161071777344
02/17/2021,333.2829748681231,334.6002175372738,330.13730013625036,331.60198974609375,2267000,0.0,0.0,331.60198974609375
02/18/2021,328.81021013470206,334.17751864791416,327.18823382550414,332.7127990722656,2393700,0.0,0.0,332.7127990722656
02/19/2021,332.693136468171,333.24362501219395,325.3794686697233,327.51263427734375,4095800,0.0,0.0,327.51263427734375
02/22/2021,324.3964653144965,338.2766971516892,323.1873404167303,334.8754577636719,4940300,0.0,0.0,334.8754577636719
02/23/2021,334.86566561890777,348.26422936248713,332.66371101960203,344.46978759765625,6326600,0.0,0.0,344.46978759765625
02/24/2021,346.87811857014015,362.5278036718443,344.6171855086756,361.082763671875,7467400,0.0,0.0,361.082763671875
