Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adjusted Close
01/04/2021,130.7477971298064,136.2179658287314,129.33348917735418,130.840087890625,56064000,0.0,0.0,130.840087890625
01/05/2021,130.7029188309068,134.13268880250706,130.57570310877128,133.74606323242188,32276000,0.0,0.0,133.74606323242188
01/06/2021,131.92768116049507,132.1521660843519,125.57698820133156,125.86134338378906,58042400,0.0,0.0,125.86134338378906
01/07/2021,129.3833904216778,133.47665803725806,128.5752143823658,133.13992309570312,46148000,0.0,0.0,133.13992309570312
01/08/2021,133.32451828233164,133.90820949519056,130.12672351923075,132.4689483642578,29252800,0.0,0.0,132.4689483642578
01/11/2021,133.88575427361485,139.2960613757373,133.32451916021824,135.90869140625,51834400,0.0,0.0,135.90869140625
01/12/2021,137.21575054516103,137.23570983533853,133.149916772842,134.54428100585938,29147600,0.0,0.0,134.54428100585938
01/13/2021,134.59661156562737,135.9435815830282,133.54898513484108,135.01318359375,21002800,0.0,0.0,135.01318359375
01/14/2021,135.44469683903992,135.69163777305195,131.508561877297,131.70562744140625,28312000,0.0,0.0,131.70562744140625
01/15/2021,131.9825430787469,132.952859889021,128.1960786552608,128.3058319091797,27778000,0.0,0.0,128.3058319091797
01/19/2021,129.86978552134875,130.64553335894178,128.15115557287513,129.95957946777344,22618800,0.0,0.0,129.95957946777344
01/20/2021,130.82263699416464,134.00296897664103,130.27388600814106,133.35693359375,25857200,0.0,0.0,133.35693359375
01/21/2021,133.88326530122197,139.6777015173157,132.23198799993463,138.36317443847656,33778000,0.0,0.0,138.36317443847656
01/22/2021,137.09101062571952,138.1062243122492,135.96605892121664,136.81663513183594,24682000,0.0,0.0,136.81663513183594
01/25/2021,137.5075931866171,137.97404069641243,132.06735489062137,136.22547912597656,25111200,0.0,0.0,136.22547912597656
01/26/2021,135.49961778048257,136.14067486399506,133.57396494007617,134.05038452148438,16398000,0.0,0.0,134.05038452148438
01/27/2021,132.00248429381045,132.02991879741452,127.64979172171674,128.8870086669922,37127200,0.0,0.0,128.8870086669922
01/28/2021,129.67020716351823,133.09749460841869,129.31351301093727,130.2164764404297,22831600,0.0,0.0,130.2164764404297
01/29/2021,130.45595329146855,133.04761536732752,128.82463576171256,129.60537719726562,27155200,0.0,0.0,129.60537719726562
02/01/2021,130.23891970700663,132.4090309449843,128.7372997406516,132.07228088378906,21720400,0.0,0.0,132.07228088378906
02/02/2021,133.68621579090683,135.41481822617652,132.55625504768884,135.26266479492188,22044000,0.0,0.0,135.26266479492188
02/03/2021,136.05338333851677,139.00423740646463,134.86106309176893,135.00074768066406,24540800,0.0,0.0,135.00074768066406
02/04/2021,135.00572770845105,136.42752637418542,133.0775781681634,136.33523559570312,20134000,0.0,0.0,136.33523559570312
02/05/2021,136.94133767067197,137.06355974378835,135.15287309727915,135.60435485839844,16915200,0.0,0.0,135.60435485839844
02/08/2021,136.96382930173064,144.41203949790687,136.96382930173064,144.0628204345703,43462400,0.0,0.0,144.0628204345703
02/09/2021,143.0849880514259,145.5045374455084,141.90515228081827,142.31173706054688,28756000,0.0,0.0,142.31173706054688
02/10/2021,144.30726015836183,148.7148218953192,143.09248404550175,147.31048583984375,48535200,0.0,0.0,147.31048583984375
02/11/2021,149.4656319168176,152.37906363867407,148.914368889531,152.16455078125,45082800,0.0,0.0,152.16455078125
02/12/2021,150.16159390025808,152.568675373999,147.41777740041948,149.27609252929688,37475600,0.0,0.0,149.27609252929688
02/16/2021,150.30375673582247,153.3793294770712,149.16382401299992,152.95777893066406,32196000,0.0,0.0,152.95777893066406
02/17/2021,151.36884231372102,151.89265560760936,147.46763144045167,148.72479248046875,27475600,0.0,0.0,148.72479248046875
02/18/2021,146.9587916054246,148.3980528188543,145.42226120467367,147.95654296875,23386800,0.0,0.0,147.95654296875
02/19/2021,149.9071592070973,151.4287392773921,148.13365968848524,148.9293670654297,27172400,0.0,0.0,148.9293670654297
02/22/2021,147.41527634450483,150.99222190469646,142.92789174297613,143.2346954345703,32588400,0.0,0.0,143.2346954345703
02/23/2021,140.43599500332576,142.0673129295421,133.5939171582784,141.10198974609375,39178000,0.0,0.0,141.10198974609375
02/24/2021,140.90988965954938,144.74126553254064,137.25064168828243,144.6639404296875,44832000,0.0,0.0,144.6639404296875
02/25/2021,140.13915050917734,143.42424216342417,131.86530271658583,132.77574157714844,82443600,0.0,0.0,132.77574157714844
02/26/2021,137.21572873417117,138.2334392287671,133.30953945522123,136.8365936279297,50093200,0.0,0.0,136.8365936279297
03/01/2021,138.4380035439129,138.93687923235944,135.2277397067177,138.1062469482422,35318400,0.0,0.0,138.1062469482422
03/02/2021,138.68739744955565,138.89193824395397,133.6587388019514,133.76100158691406,26411600,0.0,0.0,133.76100158691406
03/03/2021,133.96058827927985,134.2125229323779,127.6997046153481,127.75956726074219,37759200,0.0,0.0,127.75956726074219
03/04/2021,127.71964321103958,129.45821735798359,120.56576136826901,123.42431640625,57334400,0.0,0.0,123.42431640625
03/05/2021,125.21778219255266,125.21778219255266,116.52986651052977,124.33477020263672,54284000,0.0,0.0,124.33477020263672
03/08/2021,124.2200379322701,124.43206160781503,115.40490603343666,115.67180633544922,54311200,0.0,0.0,115.67180633544922
03/09/2021,121.07149113265496,125.92723177937626,120.36284416022028,124.96406555175781,52182400,0.04,0.0,125.00406555175782
03/10/2021,128.1604598838414,129.55280746219242,124.33775203998552,124.44505310058594,38437600,0.0,0.0,124.44505310058594
03/11/2021,129.25340705449645,130.2140681771973,127.1025118079914,129.6875762939453,29991600,0.0,0.0,129.6875762939453
03/12/2021,126.24164226188262,128.64206129164214,125.66025484546304,128.315185546875,24396400,0.0,0.0,128.315185546875
03/15/2021,128.4025040371189,131.81598899234348,127.4293547834662,131.66128540039062,22198800,0.0,0.0,131.66128540039062
03/16/2021,133.31064706280483,134.8676738299309,130.91770605639664,132.65939331054688,27212800,0.0,0.0,132.65939331054688
03/17/2021,130.14918937100987,134.27630956433674,129.64764385028542,133.158447265625,24386400,0.0,0.0,133.158447265625
03/18/2021,131.11484247901552,131.58892878192012,126.92782385523233,126.98271942138672,29389600,0.0,0.0,126.98271942138672
03/19/2021,127.25720966845877,128.96894024533395,125.88482799556363,128.212890625,29920800,0.0,0.0,128.212890625
03/22/2021,128.8815969800324,133.6899275913808,128.8217136784873,131.61138916015625,29780400,0.0,0.0,131.61138916015625
03/23/2021,132.2900845823745,133.1908774549243,129.96451995787146,130.45858764648438,22204800,0.0,0.0,130.45858764648438
03/24/2021,131.26205754048573,131.3419070239563,126.12685852077907,126.18923950195312,24584000,0.0,0.0,126.18923950195312
03/25/2021,124.75695981820552,126.90535689996324,122.48629084973597,125.11377716064453,29514400,0.0,0.0,125.11377716064453
03/26/2021,125.30592895409497,128.3176847036324,123.49937808554482,128.14801025390625,36396800,0.0,0.0,128.14801025390625
03/29/2021,127.95838516009601,130.37627301427744,126.75817548565155,129.23594665527344,27352000,0.0,0.0,129.23594665527344
03/30/2021,128.17543228938632,129.50539891129395,126.80804622114451,128.4723663330078,20020400,0.0,0.0,128.4723663330078
03/31/2021,129.90712442673296,134.4484622019267,129.57775106935185,133.22828674316406,31477600,0.0,0.0,133.22828674316406
04/01/2021,135.46401868004517,138.4358412978813,134.85517982248015,137.8544464111328,30827600,0.0,0.0,137.8544464111328
04/05/2021,138.410915600076,139.8731220541297,137.06847574902903,139.60862731933594,25567200,0.0,0.0,139.60862731933594
04/06/2021,139.73090311451813,140.2748634543136,137.47271459411687,138.35104370117188,19174400,0.0,0.0,138.35104370117188
04/07/2021,138.54316575127459,142.16376038543763,136.85389911394043,141.16566467285156,25128400,0.0,0.0,141.16566467285156
04/08/2021,142.25609102577405,144.43942551992072,142.2186715722855,142.89736938476562,24441600,0.0,0.0,142.89736938476562
04/09/2021,141.86932564533748,143.8056337872711,141.48006892204285,143.7257843017578,19517200,0.0,0.0,143.7257843017578
04/12/2021,142.62538502329727,153.2326341356699,141.12324614201583,151.8003692626953,86932400,0.0,0.0,151.8003692626953
04/13/2021,152.02496451482935,156.70104091033258,150.9694830777537,156.49642944335938,67621200,0.0,0.0,156.49642944335938
04/14/2021,155.95244887726497,156.9056320723706,151.98501248593482,152.4790802001953,38550000,0.0,0.0,152.4790802001953
04/15/2021,156.3267437626871,161.83373878234195,156.01733652304245,161.06520080566406,59848000,0.0,0.0,161.06520080566406
04/16/2021,160.2243143190913,161.34966974761645,158.3503870556873,158.82199096679688,33520800,0.0,0.0,158.82199096679688
04/19/2021,155.06913611286308,157.773966795154,152.0399121606045,153.324951171875,40442000,0.0,0.0,153.324951171875
04/20/2021,152.94066285119465,154.67485678275105,149.34503060815268,151.42355346679688,33413200,0.0,0.0,151.42355346679688
04/21/2021,150.89957764777324,153.3324356586303,150.73489857581188,153.31246948242188,21677600,0.0,0.0,153.31246948242188
04/22/2021,153.4572003316804,154.09098556254244,147.5534714882942,148.21969604492188,27778800,0.0,0.0,148.21969604492188
04/23/2021,149.05810679643798,153.0579826496182,148.71875791143913,152.36180114746094,22750000,0.0,0.0,152.36180114746094
04/26/2021,151.560831782851,154.49522022485493,150.96196829606507,154.48524475097656,19779600,0.0,0.0,154.48524475097656
04/27/2021,155.4883184204304,156.40656449596054,153.25257891279432,153.52456665039062,16457200,0.0,0.0,153.52456665039062
04/28/2021,153.3524244675039,155.02672032684592,151.86525632996126,152.47659301757812,20941600,0.0,0.0,152.47659301757812
04/29/2021,153.70674269268807,154.07105311748796,150.42799455868555,152.95567321777344,17319600,0.0,0.0,152.95567321777344
04/30/2021,151.4560253781189,153.3573964463354,149.68441162292171,149.80917358398438,20191200,0.0,0.0,149.80917358398438
05/03/2021,150.96197919002097,152.17715952313893,147.59340610065686,148.0849609375,20391200,0.0,0.0,148.0849609375
05/04/2021,146.09375090273966,146.09624857858415,139.83568700673118,143.23919677734375,40532400,0.0,0.0,143.23919677734375
