Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adjusted Close
01/04/2021,128.82856537846104,129.0130514105855,125.77527720934772,127.13127136230469,8330900,0.0,0.0,127.13127136230469
01/05/2021,127.28808850983297,128.14595491548513,125.70148325653638,127.9430160522461,6856400,0.0,0.0,127.9430160522461
01/06/2021,128.00761303066878,130.10155167951007,127.85079917208051,129.28981018066406,10578000,0.0,0.0,129.28981018066406
01/07/2021,128.91158457984318,129.26211790071216,127.33419871131518,128.08139038085938,7355400,0.0,0.0,128.08139038085938
01/08/2021,127.73087187641818,128.27511067166847,126.37487753883934,128.0260467529297,7448500,0.0,0.0,128.0260467529297
01/11/2021,127.98915271440396,128.6256415637478,126.92834734908669,127.1589584350586,7239900,0.0,0.0,127.1589584350586
01/12/2021,127.15894822114544,127.5279202989097,125.67381238376309,126.42098999023438,6333500,0.0,0.0,126.42098999023438
01/13/2021,126.46709706427501,127.36186900497431,126.46709706427501,126.61467742919922,6078800,0.0,0.0,126.61467742919922
01/14/2021,126.7715190406634,126.97445792173525,124.78826933746008,125.2679443359375,6172800,0.0,0.0,125.2679443359375
01/15/2021,124.76059157300026,125.63691084290961,124.2163528141009,124.32704162597656,7757600,0.0,0.0,124.32704162597656
01/19/2021,125.17567261473391,125.78448915261666,123.20164262933505,123.2385482788086,9184900,0.0,0.0,123.2385482788086
01/20/2021,122.25154657188483,123.42305481825407,121.0800383255156,121.69807434082031,12506600,0.0,0.0,121.69807434082031
01/21/2021,121.24427035051637,122.48781214837811,121.11434976390777,121.57835388183594,8761600,0.791,0.0,122.36935388183593
01/22/2021,121.58763215631299,122.00523299305664,120.63178489166043,120.64105987548828,7202800,0.0,0.0,120.64105987548828
01/25/2021,120.59468625224393,123.42511464572529,120.54828300114737,122.71983337402344,9640000,0.0,0.0,122.71983337402344
01/26/2021,122.72909764249466,123.86126890101744,121.96812403976043,123.50862121582031,5996700,0.0,0.0,123.50862121582031
01/27/2021,122.8590109040662,123.51790298808406,118.50664997238482,119.13770294189453,10826700,0.0,0.0,119.13770294189453
01/28/2021,118.63657388520323,122.17228312965493,118.26537624116955,120.97515869140625,8242000,0.0,0.0,120.97515869140625
01/29/2021,120.81740241377011,120.91019474727099,118.85002935604439,118.97994995117188,8344100,0.0,0.0,118.97994995117188
02/01/2021,119.71305792424153,120.32554673534472,118.97064853141477,119.68521881103516,6534200,0.0,0.0,119.68521881103516
02/02/2021,120.26988713036478,121.30925194507867,119.42539613826794,119.5181884765625,6825600,0.0,0.0,119.5181884765625
02/03/2021,119.66666412353516,119.89866619208031,118.5530570265749,119.66666412353516,7309400,0.0,0.0,119.66666412353516
02/04/2021,120.06569901965383,120.13994137091308,119.32328966734194,119.74089050292969,6613700,0.0,0.0,119.74089050292969
02/05/2021,119.8244198742918,120.73387814836177,119.7409025308411,120.24203491210938,5063700,0.0,0.0,120.24203491210938
02/08/2021,120.57610023549199,120.73387409264161,118.8871326523363,119.87081909179688,7011200,0.0,0.0,119.87081909179688
02/09/2021,120.139956666438,120.58539667042373,118.99849630081857,119.40682220458984,5917800,0.0,0.0,119.40682220458984
02/10/2021,119.48105524724069,119.86154200610719,118.74792792270871,118.98921203613281,8594100,0.0,0.0,118.98921203613281
02/11/2021,119.28616712610658,120.0193015297379,118.97993688287772,119.09129333496094,6139200,0.0,0.0,119.09129333496094
02/12/2021,118.78505176743153,118.90569736692295,117.46728179862038,118.43241119384766,8407300,0.0,0.0,118.43241119384766
02/16/2021,118.75722630732001,118.94282513998868,117.84777503490362,118.71082305908203,8246000,0.0,0.0,118.71082305908203
02/17/2021,118.03336259802191,120.1677842425985,117.95912024443965,119.2119369506836,8845200,0.0,0.0,119.2119369506836
02/18/2021,118.60873491846796,120.50187972214516,118.40457196590899,120.20491027832031,6936400,0.0,0.0,120.20491027832031
02/19/2021,120.03787587234228,120.12139321851106,117.87560781515366,117.96841430664062,8277900,0.0,0.0,117.96841430664062
02/22/2021,117.6621736798113,118.07977458443416,117.28168687681323,117.46729278564453,6975500,0.0,0.0,117.46729278564453
02/23/2021,118.5808990077217,120.57611118131531,118.03337751119098,118.33961486816406,10145300,0.0,0.0,118.33961486816406
02/24/2021,118.18184845750051,119.00778230839114,117.77352964463596,118.46953582763672,7263000,0.0,0.0,118.46953582763672
02/25/2021,118.31177666036719,119.70379619610682,117.19816952794524,117.46729278564453,7790800,0.0,0.0,117.46729278564453
02/26/2021,117.43016284748688,117.79208549254368,113.04996284766618,114.63685607910156,17718800,0.0,0.0,114.63685607910156
03/01/2021,115.22150930184141,116.4557549103952,115.07302458133321,115.34214782714844,7740200,0.0,0.0,115.34214782714844
03/02/2021,114.95237786690372,115.87110399913998,114.5440519947362,114.98021697998047,10206500,0.0,0.0,114.98021697998047
03/03/2021,114.85957367574395,115.25861749147064,113.95012958976082,114.29349517822266,7537000,0.0,0.0,114.29349517822266
03/04/2021,114.23779842651227,115.78757029134886,112.79010802152864,113.35619354248047,10228100,0.0,0.0,113.35619354248047
03/05/2021,113.92229656850674,117.23528579061438,113.727415682517,116.91048431396484,10490900,0.0,0.0,116.91048431396484
03/08/2021,116.7063210556985,119.6202593529281,116.29799515461889,118.14472961425781,9224700,0.0,0.0,118.14472961425781
03/09/2021,118.46024245724875,119.63880969938889,116.98470580843484,117.0960693359375,8859700,0.0,0.0,117.0960693359375
03/10/2021,117.06823669400437,119.17481220800131,116.4371908302278,118.17256164550781,9070900,0.0,0.0,118.17256164550781
03/11/2021,117.9776772754503,118.64584429731156,117.59719760364298,117.77352142333984,6941500,0.0,0.0,117.77352142333984
03/12/2021,118.46026356200184,119.54603867820747,118.46026356200184,118.91498565673828,6521900,0.0,0.0,118.91498565673828
03/15/2021,119.14698881842777,119.75018856828862,118.03338165545519,119.30474853515625,7172600,0.0,0.0,119.30474853515625
03/16/2021,119.25835107430858,120.62252451724612,119.25835107430858,119.65740203857422,6485200,0.0,0.0,119.65740203857422
03/17/2021,119.8151402457628,120.49258227241003,119.10985910571101,119.17481231689453,6192900,0.0,0.0,119.17481231689453
