,Date,MSFT,AAPL,NVDA,AMZN,GOOGL,META,GOOG,CVX,TSLA,LLY,UNH,AVGO,JPM,V,XOM,JNJ,HD,MA,PG,COST,MRK,ABBV,ADBE,CRM,AMD
184,09/27/2021,59.830891177727,28.269101363635578,-12.58929462592503,41.10727180960516,10.2367758186398,102.48481943112814,-1.3609715242881073,39.578982082005055,84.1172496572894,147.7456647398844,62.54985044865404,-60.97415743717994,66.09796851640138,-40.33038501560874,138.23843930635837,40.97244257853499,6.894190572293499,-19.590021272481145,5.182569881457632,93.94963144963145,30.1788892575945,-7.366537429167909,153.1366213497531,-19.242323324316608,21.918377310131483
185,09/28/2021,151.36900188586995,32.44354829888318,73.17358801051957,61.832061068702295,127.44981117074141,101.1367636976783,178.11470006591958,68.44703284331767,26.654956636293775,49.074343720098184,62.23506743737958,62.31650266171963,44.179159128112346,-28.058700556785958,162.0750431923313,10.940392717095001,29.308860363180965,-31.429590915769367,7.586725147992516,79.90296569632362,-15.331735755928324,-49.22405508027288,269.59415466975327,52.53290529695024,158.4365196146478
186,09/29/2021,75.1448813036659,0.24428851306500118,-14.164773575858572,-16.08370996266457,68.16397732228522,30.585875379499782,70.07619785612812,-4.712367412466708,11.439897834300005,157.45591286307055,-9.113812154696133,12.840494745120468,-0.962726196085423,-39.613803202973926,24.87697729344714,9.919128215028852,9.21378688893895,-44.429716094569194,-20.844327176781004,40.08746355685131,94.76525536819119,-42.06796511198167,99.37120713606785,13.251979748150072,21.261310628101207
187,09/30/2021,62.31043308074472,55.40635573773639,12.269374568212298,4.53074433656958,148.11283792608072,81.85824660123751,138.50520340586564,49.90899661428264,27.54924454989096,-23.921954748221676,7.735499501211344,19.439805677850313,66.50683805017522,21.792243294037245,63.72731649119869,-2.0001124448317547,41.27295062917096,18.22022496098165,9.130250051143248,31.293343819260745,11.073437831112813,-23.7078097338712,147.12664384795534,26.60123591421301,80.91807683494517
188,10/01/2021,53.24039646724459,-32.828837729571056,-2.9785486520436755,18.28306845200851,-4.017372421281216,29.054685876567156,-13.703793774319067,-1.372887515900418,12.165277064316856,-52.180856803712096,-25.361734427629397,-0.3600248292985723,35.77409884980028,18.018286326949994,61.38444957252525,27.89843715015002,-11.464166614232681,52.05806207638828,-2.831304347826087,40.45138888888889,824.6903333483693,13.010327948452119,142.09433648895532,-9.939593629873695,27.265867745527157
189,10/04/2021,32.544846509307526,-3.986453693839028,16.17983193277311,76.06461658232774,131.74617543224406,229.21858087100713,56.27478191911182,15.690076428801225,32.81036924082344,68.90355831685964,0.21510983638615475,34.60842768138273,40.45837975489416,51.04654749489579,53.93723103712538,37.41452139953773,-25.29741346227646,144.31080328983984,-41.562421502135145,34.802024412027386,376.2325258777078,32.17099839165281,77.34671125975474,21.59674413297326,11.118730770656486
190,10/05/2021,14.366643176805441,-26.016617213940453,39.812270030787715,68.78517218235325,64.70468638812646,306.1010606547592,27.542820892366247,-14.88678640783047,-0.4982483036345675,-26.76424464192368,13.52871727203278,17.143059289656147,5.196994591634148,-11.583557644053105,48.651725400319954,-2.4830785611073085,-12.001259974800504,43.94405679636796,18.36311258959498,30.695859527422503,90.60830899571131,17.110459304897834,8.72476978885685,-1.1494813910921293,-22.580391095140232
191,10/06/2021,-1.247341860538928,-0.07228513483819297,78.45897032509097,-14.353338968723584,-11.10624635143024,47.39441369430835,-4.28128632313057,-8.545692310339488,-4.720107828646217,-12.124888492417485,-11.677042067534428,-48.41942945258288,-25.650258734978404,-17.058355518834727,8.794840130975995,-7.847214346023465,-22.559554860024345,-3.1694274161992957,-14.4971220599317,-24.61164774332034,40.23686075868715,-23.292989266955928,1.6871547305031604,-0.40087310582210467,2.8232396200942658
192,10/07/2021,4.499560120301982,-9.262120025105057,64.65683541302161,-6.75414150797337,-4.123711340206185,137.1964605922475,-10.063079045929431,-16.82066932285927,37.86718761222115,-32.341906918579106,24.351438546868785,-24.520462177699358,-6.300030328373572,10.683984144387281,8.970693352394568,-6.287287746672786,-8.354688218674026,-14.900161756516667,-13.146969277608637,24.64025356576862,-4.240530673666736,34.71091415026281,29.441376276819316,4.9115683442002105,8.893245924671628
193,10/08/2021,-57.25252281104598,-54.74417258032722,-48.63957243219934,-56.71706450634666,-50.31095459313653,-39.3661355945093,-68.48101265822784,-33.858341507300345,-40.652101460066234,-42.79017857142857,-55.62171937717789,-70.17986655062373,-67.98441067016918,-72.90859770515108,-26.044652737963492,-67.63588130970656,-58.97385326270709,-57.72591587516961,-67.27507551741438,-54.68722518614059,-72.07544474803372,-64.54242364309327,-42.28582686029495,-61.93576758305671,-31.22800556050871
194,10/11/2021,-49.58397228746013,-47.80306594891921,-53.242902930402934,-56.43271722601786,-61.40418762629519,-25.8016021954517,-52.50587089753136,-37.99228923595064,-42.64289493773654,-32.49982164514518,-22.701621544396026,-62.843381498090025,-23.16828804227587,-36.297690023349126,-19.719035677605962,-43.588050833470874,-35.85938661249566,-29.995450639437905,-41.44178460156074,-61.11837048424289,-29.455139029607114,-35.04800518061773,-46.515507696974296,-55.00793584495865,-30.830186343094162
195,10/12/2021,-19.629674344149777,-3.6897697602658437,-20.78968967404049,-34.56794562911288,43.42333807042476,169.39218339162178,24.30226144511859,-17.09556139582421,34.838065728964466,-20.876288659793815,1.4062631181261018,23.95039858281665,44.808275647507195,-22.54037761601456,2.5476219487429432,0.34215739240050425,-6.6475355554854785,2.547770700636943,1.2553936824380196,-9.821720107098544,-8.760493168499238,-1.478032622961065,-28.951128893969706,-1.1671026057014204,-4.062962388850528
196,10/13/2021,-12.055749390640083,3.0867372647874527,-32.77464778249964,0.3607862652401095,-21.55970625798212,-66.21533475690559,-25.774877650897228,-30.633876986037556,-6.651990242161005,-16.757590132827325,-16.74105912823056,-20.310528869480834,102.50173546216692,51.11806723388668,-41.645193183499025,21.99006558130491,-13.76357560568087,15.959614672100777,-10.149230161863402,17.431923522595596,4.805785993553889,-13.419632542608916,-62.34708942632171,50.92065387087887,63.01767258683185
197,10/14/2021,46.53849048084882,7.817767920762759,-1.9979481402506487,-11.343195763637892,52.224131347842686,-34.412532158137786,24.05048633626679,-24.233028558975324,2.5084745762711864,-4.580871202217225,125.19391408114558,4.697876973326076,23.02753706600952,-29.703119695197856,-19.397556936894762,-2.526660848464207,16.38918651611308,-14.622010369627029,31.06822400990099,-28.177760527847855,14.003980177156905,24.653715927357297,-16.231786970356723,-65.20567067079887,42.915649653987145
198,10/15/2021,69.2432828855257,27.043694685094216,4.290735338034963,144.7736508836594,31.717716672467805,14.862859604614428,42.14046822742475,21.188284925777783,-11.455574790623684,58.1917808219178,69.81132075471697,136.7090994813767,41.22782705099778,-1.6421098248003467,-27.928307193464885,57.26138249266929,73.25053618634347,22.606012945375355,38.21415738411786,-55.42966187608086,-12.558190109210518,-20.5890920306369,-30.22071911712353,-61.705676862428284,29.152726696019272
199,10/18/2021,-3.573777029234209,15.426017556139051,-22.723324429582203,-12.667492089695969,-6.790969746823873,41.95241289507951,-12.099341965612396,-15.909430990352433,-13.763461545312373,-8.611220790408844,-14.406194893812774,63.17770318380632,-4.144952310357086,-18.90540756565084,-44.55086406123947,29.261535797766424,17.578638616364923,-21.094276094276093,58.59957910847522,-15.22961203483769,51.50163372187333,59.960560206052804,-54.11829873320168,-13.091851677298816,-8.483125193717116
200,10/19/2021,-59.05613367233051,-29.909802766391092,-52.93279194564359,-46.147422587343144,-55.9468670803111,-13.468261608545253,-63.697558663190335,-33.40445221325382,-31.520325907948337,-56.09633577986772,-48.102972331000835,-18.58974358974359,-39.84194683258763,-36.563857640187585,-49.67157815270353,32.46741301377063,-28.101449713991705,-13.208240227738836,36.2065770530127,-48.14069206518023,31.6055828728815,-28.402320963137644,-51.65299770987883,-49.050806078208524,-46.83170178194953
201,10/20/2021,-37.24941848772658,-21.692716012975524,-33.02196946802568,-16.489091831557584,-24.50726141078838,-5.623365300784656,-31.88548864758144,5.291144418149414,-32.998295365016304,-61.28179299924452,34.416184408889755,-14.73103972628778,5.252600583765156,-16.02593001383556,-38.92617449664429,17.156183524911693,6.221122112211221,-0.4485901452577613,34.66483516483517,-29.60978147762747,-28.583886137842974,-10.259804468828248,-45.09314947924307,2.8886494417570323,-34.427962247748674
202,10/21/2021,-47.69258833277681,-31.031578758251765,-15.121103665461588,-33.8094567970729,-30.803242446573325,-1.1645545140840388,-57.9248597495325,-38.820350135119256,75.32579639117843,-54.631414912442885,-34.78398899441784,-25.090562440419443,-36.0605415919521,-16.08052184891632,-47.06036510533851,-35.1132337965951,-32.188014101057576,-42.72414813465959,-5.615077362326782,-22.495099106948377,-39.111061876100095,-38.986102657739906,-42.170870389269574,-45.857738983959266,-39.630651997772254
203,10/22/2021,-42.002506124049816,-37.7814361007443,3.4882852376565494,10.703202144167019,43.06561085972851,136.3219794301356,6.319571649992954,-20.093229785626768,34.344798431133086,-11.508778264205443,-13.042649208669676,-4.267381011711937,-21.86176340274701,-52.20430514548161,-41.54699618556743,-49.76483082991959,-2.824959135811243,-46.92479865322442,-5.766752577319588,-8.082979523835116,-92.64019637590454,-46.41583928467747,-38.71985730456557,-38.45668629100084,-6.022664828543609
204,10/25/2021,-44.00603495296756,-48.41378328349708,-33.38782241381805,-50.78596537772766,-32.79168782469435,-10.43721580972368,-33.13669521091025,-28.000661385602836,106.18535394789934,-42.25134282191151,15.568492259659164,-38.20733588812024,-28.050991501416426,-51.97405527354766,-47.15303696677439,-22.101453478255824,0.11986711873694304,-69.0198063658799,-7.460453920220083,-15.927561837455832,-82.51106841221736,-41.73961060209424,-59.02941916017098,-53.18120679408177,13.979998617965025
205,10/26/2021,12.460688992918017,-24.693826821549546,73.98113734504909,-17.46298788694482,51.94420441920751,85.57913273540827,17.126751222747245,-42.66860255198851,238.61202434816576,61.77730192719486,-5.0620909035296995,45.21350486199191,-34.79894898681353,34.40832473340213,-13.685158695886862,35.2914798206278,18.89989261424651,-29.719946656506004,-9.674475205354426,31.508818488417095,-67.72529315545003,-29.37637297289734,-7.8620925656600225,-11.085324906182105,89.02725145603907
206,10/27/2021,87.79934720347397,-32.595339403108106,-17.2313779853433,6.679826292933281,252.08504350681332,13.34493060545324,162.3456790123457,-14.430720313073254,163.28863922147505,29.179355991391564,25.316816175423607,95.15030725793058,13.280261371741481,323.5108561309008,-13.922934241385173,-4.017722834559527,27.55074546434345,160.0404094827586,80.8303174632939,30.51101453619062,-51.922989550204456,-14.622699332784617,-20.228073610023493,-21.131598356337584,151.44874679115574
207,10/28/2021,28.718827243581902,62.114892107424424,-8.841307960874827,136.96401145656054,44.18956590999601,79.48176278371456,77.63287671232877,-14.63837207985596,41.76642807280759,69.17274452992307,-40.555140917652906,-10.474323203378328,-29.253388783176725,253.54699096298327,-14.795834699901608,18.262638438936186,-8.46029754436279,196.18284930823881,-14.923330708956623,-30.7089817922897,103.33814876149536,-33.780888990895875,-21.27619407211629,-35.7969558259834,39.62005724175615
208,10/29/2021,96.57689545791233,112.60234256429801,93.38018484972696,224.59713742368132,63.31146799366659,132.40416151911754,53.00147960262102,44.466169816845664,78.73896263725759,22.980881779165042,24.132789981115195,51.41550734507248,-0.6104931563717171,283.64210751766973,8.02004786608314,96.32529010867563,31.179177254309458,150.08345102067017,1.7564173652108679,59.89131841117867,54.099875423847664,229.59480457388742,-5.997951918856976,58.45786904185145,41.46262613068609
209,11/01/2021,40.28582384214399,15.726538426927242,62.643523392170785,77.41126732867957,161.35680071293305,114.2947471478495,94.59720212252773,14.48727896434843,294.70081617993986,44.57538445278233,1.7974309213566215,51.04595029501162,-38.826133100775834,135.050354079926,-11.143457722125534,42.53949678174371,30.566606156579507,85.07473463787998,-15.956701581159516,53.07897598102205,-2.9770295309272408,53.816810438250464,57.08209272649937,42.0386186409209,74.39938116121773
210,11/02/2021,47.362593954634725,-5.358871459104359,81.40056989897245,44.40536381622335,-7.844324562369261,-10.441679538325959,-6.1501597444089455,1.1524490919097412,94.08628519527701,131.95672405770125,7.629258599991721,-22.528702777380783,-44.9549591025582,169.60647553320362,-19.301337716475402,26.384900693945916,-20.03850961051245,76.65056360708535,47.80394369543268,45.71656166268376,34.04659661946094,64.25830188080815,1.712446845190208,-30.02629771695616,57.14470371534581
211,11/03/2021,-8.183188633558675,-30.790209071045048,32.802293913159005,40.374364695673734,39.89009870764221,40.81563526741862,9.194139194139195,12.963224050234798,145.24259743202953,108.14456000379921,-19.312992256271098,-14.527520701412566,-63.07073637022875,26.561260467166154,15.882788476290214,-2.65609830316906,-3.979979010252684,5.240035146577203,33.92562128721572,14.46191797718162,15.020184727241984,13.08329220814827,-8.010082621481585,-50.40389442458355,7.020971780579129
212,11/04/2021,-11.99688954586636,-13.607344604482236,373.59732992869135,153.75681441099786,20.43644572646893,57.28559242634,15.28050032670587,26.467588839787677,107.37311385459533,126.52490820408835,-58.314565807776376,-17.038423542869026,-36.91555532127985,103.34853769788033,-4.702465782892791,79.60342417889588,13.656481251991645,18.015083990401095,-5.5371949600165244,76.64144825722778,33.62495635923028,-32.61266204815145,-0.8117077851973289,-29.446622131434147,80.86319461324258
213,11/05/2021,-11.088131480255901,-3.644964770541196,275.01431755905446,-3.5309561960655613,26.689568606725246,24.431849752736568,-3.96235294117647,-18.719715893700904,14.289337687454424,44.159642843397606,-12.28864734299517,-25.610484802613232,-44.0991350911869,124.6007143868704,15.364204665498427,-10.154081868640148,-11.034979127681014,77.65689757252812,-12.435547467394601,38.59379181161359,192.41070040724966,0.028050490883590466,28.44242640681598,-8.54609028578126,89.80966581878782
214,11/08/2021,-8.061400923037665,-35.7151369565319,165.49706059294752,-3.1536498535017796,13.022161208080016,-15.022006022700952,11.011832890606135,-27.923464513832958,38.16426517730262,-6.280439905734485,2.1094589752776782,7.411794040643311,-49.39043155078948,141.92860470950862,-3.209574025860371,-25.272252360859955,-32.41003584229391,17.717699411746775,-35.79997806777059,32.3868677905945,42.67676188291078,-11.754346239967797,-21.41094955645373,-24.602482908217613,197.64482159460474
215,11/09/2021,20.502655227603057,-25.64975405511208,300.52888098939144,79.99664724864843,-3.1442174171791315,-6.5451951688198315,10.1854270044398,5.626857606052418,240.05787896048005,24.82837528604119,64.38644235526966,-3.3266190563388878,-0.7896795341387403,161.58242057282808,-0.8022943823548054,-39.364962852013136,-8.094797103889544,49.813077519926644,-49.001077935805256,37.830513440269534,-32.51632203683613,-31.81217361156255,-54.33198380566802,-13.898986560916502,148.63072341951664
216,11/10/2021,54.20418332113853,11.585825111094374,334.9353277366075,88.21385176184691,28.69288904156647,60.362183364492836,26.577480490523968,-4.68301977542224,205.03417164928982,44.07154471544715,1.9609261939218525,37.09317877842176,-14.49374511336982,86.3008626754045,41.048010513659364,3.696361940298507,-16.05561597017244,126.63257277734068,-0.2420879404844479,-9.335501515263509,-14.038637652086694,-11.475438970640505,36.13411701843441,-3.052652688339758,142.34102695883755
217,11/11/2021,-0.40370963642489405,-33.24758633040817,77.07340476571247,20.357180822791538,-37.17480602464628,-24.322506481436186,-16.067340067340066,-21.926679896720227,-28.857900671823135,1.2633172265238402,-8.855624518275121,20.106897429371344,-30.895284722882405,126.45347865333825,-19.59178006109414,-8.958687915828563,-17.262771192902196,77.72920557962088,-37.41807348560079,-13.770814304784656,-41.76538368238053,-35.14069578951744,-19.885289297869658,-5.182959165635496,95.24355580846618
218,11/12/2021,36.57281380914994,8.356514739298342,65.62971160940558,-14.325762161128985,-55.79979441764845,-27.850501781430538,-43.51600291564509,0.10376075076667665,11.766634033775043,0.16830723721120008,-4.630509465682333,-11.550725580790004,-7.9894305900497855,102.23072861668427,27.28081980542238,341.30752967962275,2.1428310235126338,70.2782583621684,8.022792022792023,4.087002280301701,8.79023278010499,-40.614164355062414,-27.987685418415897,29.952169456781686,33.774014110333475
219,11/15/2021,-4.736677205275001,16.762814320019874,67.18092383868655,31.61275831087152,-31.686620946181566,-34.711656122263015,-22.929513328906175,15.351051170170567,-44.670742902782884,-31.120842531938763,-19.808639369635568,12.532216494845361,-36.09240885109063,94.32036770810133,5.069175799061305,11.62700658188641,24.875145378668673,91.72351811757015,2.3801118522509803,-26.8519491436377,-24.105531769504264,-30.82809702671394,-33.86522646372898,20.10355770836813,9.27622762840735
220,11/16/2021,-25.689055868048516,-2.6886329224513656,-45.56799986828511,-17.833450691175926,-61.60532943374767,-72.30770402412648,-38.94118479722557,41.58247353611148,-57.474325082111676,-43.39951467019634,9.017687425496955,-45.12332071704862,21.09767813252486,11.582314927378592,-33.442902314237585,9.447911112392097,189.28583375146346,49.6641667419656,21.957048228520105,-28.920373328848903,12.966586474204759,-31.124935610413285,-33.98328690807799,-16.993391458877102,-10.693268795756397
221,11/17/2021,-63.769022622730745,58.31564010275444,74.19732509451605,-5.2512767374731695,-77.15837821454384,-54.614671124190075,-70.51108968177435,22.118270467563022,-18.379816489948478,-9.672146606733097,-35.19202363367799,-46.672340425531914,0.6357266172438306,67.17237053588929,-28.796894024673207,-22.85718356414202,63.60947787205576,21.49243216923762,-49.18649867786592,-7.601331955448387,21.50991093155669,-10.538838635571144,-25.032210565065345,3.2596788414780775,-44.49861723665152
222,11/18/2021,-14.580631913574848,37.72041579609484,233.77354784717593,-0.09108903953614658,-1.651659945865326,-65.58098522245054,-17.76790671848973,11.01589238810326,-23.203077918069173,-50.11959249963088,23.986607676671053,7.0754716981132075,12.610739092459344,-21.152271179427053,1.9354761102824425,1.2725361534051092,76.3736048560799,-31.261112455418672,21.390327200616944,22.152084556664708,-65.92028335071929,-39.146592725242144,-28.354916067146284,28.77057732436819,4.50015085556657
223,11/19/2021,-36.8250589656561,-6.120371467077273,82.516760511858,-23.888006660396847,-22.248384118190213,-28.524207083762825,-31.733093873039998,-11.5180918256594,-27.662241296326005,-11.586294416243655,41.56858035070862,26.008738113595477,49.79668554440363,25.8398581976022,33.66894347479586,-10.626495285452926,-7.282341238678604,19.013638619367867,0.5577369981569036,-22.730215245185306,-5.875708029509706,-64.42550619522514,60.34133942003423,11.924080999082763,-3.811625550264196
224,11/22/2021,14.619254465670847,57.48837284131694,183.86204560848952,34.173847986921224,-34.80095473531668,-13.966540710494337,-23.74814080317303,-11.295903262052114,-40.99327905910396,-27.063381826156885,17.956515818619216,53.27888257575758,95.68152780579652,60.373345041369234,11.894344844427259,30.584633278598794,18.51501257210472,121.96168701962466,31.485046339478856,41.441208755730614,-0.5820594120925813,-43.977567354300525,3.1094864157414928,16.982562547384383,7.540900076613184
225,11/23/2021,14.87705335804977,38.945487688434945,80.93889402676531,40.43994519713807,-18.70855982318858,-39.24805135259056,-14.297872340425533,12.808905622599214,-15.363682735189926,-50.19308892120969,9.884615384615385,5.208461443856844,72.21556218461625,0.3676295383526112,29.974846625766872,-8.479871251745438,50.26826074099109,32.38702956114077,-20.508724872668093,6.6991352748235755,-17.316684161020763,-13.608102106624958,41.40112994350282,53.946140035906645,17.49947188265887
226,11/24/2021,0.7497639545862578,27.429258046467258,81.38551956983869,-31.47297774637937,-34.38568414926893,-34.73552546123686,-7.950352230795035,-18.386136712749614,-34.85077320704044,-42.53804558625568,-7.768025592650315,-13.91936173244052,14.603639306413415,4.701959657691069,-8.652030760729417,-22.133734258239304,12.506305700353119,62.287160025300444,-25.65451896956733,24.80603448275862,-21.563042659340862,-6.369910617595241,23.14406048612168,56.168333231090116,1.9135742335121553
227,11/26/2021,0.9378047865556306,27.428280011789134,-75.46277795933015,-44.119185503456,-20.6758304696449,-34.42763599507453,-31.206477732793523,22.627933422929804,-54.00749683038421,-63.819131949484685,-1.4579112541214794,-10.886187014289296,42.25000522236845,-3.347935469115603,40.967601762969736,3.631875881523272,-6.299065420560749,37.23207801639174,-1.6040609137055837,-29.45315487571702,-7.673234356909394,2.1273563779976383,-11.150528098040796,9.42928686942459,-57.270834610469535
228,11/29/2021,26.554600998666377,35.56815282926926,-46.55404929163828,-34.64878927356414,-15.01277572091568,-38.03809055997142,28.753430027440217,48.156650744868614,-10.006565320313655,7.902394745975386,40.43717728055077,0.15529613366177575,51.76789207081599,2.521438179576281,2.0538537363116816,47.82251966730481,20.558539900330075,-11.654516420190237,17.32891286060666,40.903605734421006,-9.12053242752612,-5.679710082402174,8.388941849380362,75.4795164253065,-11.524385172040924
229,11/30/2021,105.22371632291716,216.33088517272526,23.64634536603982,30.15940143135979,82.49175776505292,38.4216982417882,126.18011746791386,217.71722605543212,-18.99706090768021,246.41884246259588,226.12833896223518,31.008066856247464,195.0340676988322,18.68800971844653,97.67066003616637,168.54699935469995,229.77685389445105,165.0717207809021,99.78819349549057,49.71779314237336,61.77307739725661,16.494654312188167,214.15976489446967,249.28332905214486,-46.865162996541194
230,12/01/2021,56.46019692688925,167.75510275956674,-25.10691987271665,-12.784930964632471,74.19354838709677,72.75228260436187,68.7366674567433,12.395508820654308,-61.396681882319506,65.0575415011712,62.747385055308904,38.780149008713224,53.35344104726981,14.476809709579541,63.090946846064966,60.90498625834315,61.04978701964916,88.53995009181223,70.59982352096202,52.890849186948664,103.91837899543378,99.80615228168298,151.04609929078015,882.6675195905965,-34.94777667391962
231,12/02/2021,20.646722272547244,109.76420181293538,-25.67030175760681,-19.64294582112529,-2.589255922589256,11.537722995894406,-6.4206447067112915,10.551086355299804,-43.060601317206626,72.34887815448513,68.14633453977717,22.59620596205962,85.30546348154074,38.87972494932231,44.797097714251734,82.08060914684101,71.41667437771815,6.004323744299443,29.092421164569387,167.20202184901353,55.69658783063951,-1.2306518640460942,31.262879010891965,180.42014295892804,-32.327097983834044
232,12/03/2021,147.95131099478925,187.86121951219513,63.86841756680274,78.21939586645469,149.60648988981717,121.95918103517928,114.1206675224647,42.741373419883836,37.404784654813675,139.72059330803725,35.22787965105928,43.42727979091616,118.07645349337092,-21.30671961851051,65.28421163274346,112.45265611343109,119.39010597746409,5.829345735879433,173.4370041256744,143.16792960156442,151.8250455610518,105.96943189464578,430.390999921328,233.49491032476973,-2.9805048369907614
233,12/06/2021,26.023247031177878,68.480032599837,59.52829412134976,28.021119952405744,36.93202146690519,-14.385601806856771,30.208822149225718,13.257244206937854,6.4438804837896075,77.75967413441956,80.9350450277831,65.40612124779281,37.87684571203195,39.96605965668037,5.791099681148087,-48.97658355795148,65.55686822038449,28.169848863299606,109.85160178640503,36.664419728120436,64.58259714623418,226.2380031383425,146.40497473766032,87.2650314167784,28.017276911780776
234,12/07/2021,85.50439514441189,103.3091984843675,54.076158260783714,13.339249752534387,37.144801769610346,-25.053635660336727,43.143771541112756,3.3410555274017226,-46.2413301280208,112.05338377469525,8.969679955081416,111.580303464071,51.73815941470929,23.96919838697913,5.046368015618699,10.873509244683973,15.17284829890977,5.24801840961391,43.61366193604588,85.29052646699705,148.09515770518556,55.37427048972342,265.95211581291755,105.8576474842155,2.0816394465031482
235,12/08/2021,18.548556983357912,97.44583689132952,79.80331513437487,2.0567407875152224,28.38552687261955,9.661681636424639,9.910745334415209,-16.452305915978158,-47.37175236602568,41.72350625560276,-4.59542526154028,36.41048961649235,20.6014774214154,34.744713060232115,6.962950783089725,-18.14818228501455,-52.829490529821236,-14.934594485812033,9.539841397177765,79.65931271071153,35.647219172377234,51.82660223219422,69.915611814346,53.42543654244999,-22.830729480535133
236,12/09/2021,16.58916518836533,22.652155798529392,14.001838938829614,-10.045697769792602,18.760845156680617,24.086217543446935,21.517331589274036,-24.96669067338855,-36.99301010640666,-20.27074053452116,30.50186280955512,132.04596233641877,12.916767578913376,-73.4838299513283,9.119829644447313,58.35626558315634,-17.734021949644934,-71.09650132596592,70.08081302803967,98.8629302845781,16.05728007155148,85.31009973632925,108.74867010393649,2.647035992444433,-2.764843427628261
237,12/10/2021,69.58933380817771,-16.270314312725237,-37.4672992960314,-46.79582712369598,-31.313188047629748,-16.92209158698934,-18.846124990621952,8.628683411801257,-4.836618195216016,40.942457968269004,24.03799787829106,349.0796098174953,28.10587873191751,-51.439958014891594,5.866109675363755,3.3576045418088603,-41.710149432688674,-47.87180311309059,30.185322999292108,280.5792573008052,15.916856492027334,123.38069170648356,92.32829026643459,-21.674056402061623,-30.33753652287392
238,12/13/2021,31.579810047624683,30.63059223089094,12.07735259905557,-37.03283569996152,-19.630663262276588,-13.36353511901391,21.94677729434382,-36.94485908103395,21.052291115084813,8.249605282043921,-22.943355674330476,37.15072404650214,-1.021847526571316,-50.95382806694542,-44.45630628521484,46.21097799414752,6.3354037267080745,-37.33392764709266,42.5497665078176,78.82500785422557,-0.5403529927023907,33.10340140677563,23.892717331521563,-23.812225514299524,1.2121750274185303
239,12/14/2021,43.206976227075415,18.654032293077513,-11.573107439002566,-42.199826525133204,25.665163103876576,-24.544931555345766,0.6908322496749024,23.104221330840144,-28.6352709955401,71.59466773579233,16.134990572209183,38.83697582824929,-13.651640217458539,-53.59014056585071,2.531098825155494,37.30303228764163,16.38378594249201,-60.28809477773286,30.973224258157998,59.52522255192878,74.16683516847117,60.50606167312239,159.7365080754585,61.51473841821799,-13.497437540584349
240,12/15/2021,16.279627706424428,36.46470967359038,31.218630382044598,2.69633082217766,33.62480711293996,43.287663280116114,50.502041266688735,6.778369410039742,-30.72927177876627,404.3147719262914,46.60833041652083,70.03916067566777,13.434889593990803,-26.115976042380296,-5.7774274399482675,10.579260408585467,24.30137756536407,-30.88024507461848,15.668284298857547,36.800186306474146,17.580044185049626,7.122023177586804,71.36007671408024,0.8365598420176953,15.231008373546404
241,12/16/2021,61.73913846352712,116.20791320922037,62.55233683088137,30.747422680412374,86.529933481153,66.84849110288806,66.42371234207968,33.45292851345152,22.297231407522982,120.22632519356759,81.4656705798648,253.75703409467064,102.94087104612764,-28.922074034655935,33.5110304542619,72.02775812957617,73.104659417853,-16.2836742329758,91.57134787827438,15.826282161975481,94.46761157315217,65.18781936196658,351.67298500082416,28.77990336646109,4.437423673840708
242,12/17/2021,97.17514824174553,153.94127843367576,152.14982919358883,42.98465550095276,65.46110928782409,171.2589910987275,155.43785310734464,91.6058271088705,186.61404515063052,407.04781009695756,130.07336934612596,256.290878402138,106.19268244329739,5.376970402999745,77.49723774600074,96.24549753024134,268.95737748520514,-10.821149397481063,286.5106828788215,211.79531656548133,55.59094440128731,151.78105128869575,262.94010889292196,188.8804137963912,53.516199431095515
243,12/20/2021,-0.8297302501444151,21.128203163557117,1.5128669521104967,-12.15703086722195,-16.578721315498836,7.512506831462564,-22.880194854620186,12.167813525716856,-3.2767345680598012,-13.912462577628226,-22.896291393975048,75.21253274875689,25.144575526254915,-35.52875251990296,15.16330279103154,-13.42983076671927,15.281170312709701,-21.192354845808055,29.371740261200852,-30.334692199650576,-65.43442402405213,62.81761006289308,26.103048959249485,-32.07921515166269,-33.50255662974047
244,12/21/2021,-42.310239334415286,-47.60879320141961,-15.702674635810348,-30.07422958686361,-31.64400494437577,-36.52304056715242,-52.9983169031017,-53.50657636435021,-12.006127270042818,-67.30543558475182,-65.89289076579605,61.84105608221848,-40.329024552651326,-56.35211882918305,-43.39904745024271,-46.907226816716395,-60.915932334212386,-69.66964913651637,-40.6142060805034,-41.73695867301258,-50.47100885026127,-25.52832197354413,-12.732800408197974,-60.079719950579516,-23.140092441725134
245,12/22/2021,-25.515034075638322,-39.405600039460055,-18.412446734714102,-26.53638742057771,-22.627865961199294,-44.725284870225785,-35.25073746312684,-32.167735537727495,36.791311665088884,-16.054791139631025,-60.9871691133973,29.13102820746133,-40.645045456771186,-54.53657354466902,-54.10373939785704,-57.52048638646576,-7.064444570843524,-56.84247327939267,-20.29470138930655,-49.44562232803865,-56.82010085883961,12.459642147117297,59.834734091390644,-83.782886492574,-26.72648428850499
