,Date,MSFT,AAPL,NVDA,AMZN,GOOGL,META,GOOG,CVX,TSLA,LLY,UNH,AVGO,JPM,V,XOM,JNJ,HD,MA,PG,COST,MRK,ABBV,ADBE,CRM,AMD
18,01/29/2021,53.4712668580404,62.0064939924182,-41.15627979544075,22.168160478019633,6.185616177031667,92.46285576764747,-28.803532008830025,58.29043998880107,-32.05524778199146,177.69624855395801,15.816675082424927,3.7711007664456666,-32.50761152941605,96.05393922264062,31.945841418851874,190.50366584056175,6.425440884900345,146.02283723630734,13.441825053702042,-8.80154413054922,2.1395527975826028,14.450951683748169,5.511512477595478,-23.33384657294122,32.25991440000746
19,02/01/2021,45.12070813113669,1.0285455627806486,-25.74932997866871,17.59617830794019,13.43704204711983,23.671896504266446,-21.86677070125817,-27.60466638570314,-66.16983432260128,56.592303888775774,2.456068932763417,11.498919520660076,-7.930137680617527,99.15092891140796,-14.726039359792093,21.175369733500222,-1.3279399632754079,46.246477828859554,-12.274954688863529,-8.789475708735624,-13.99656283184175,40.63487906620026,12.73994969330568,-21.981182464357616,6.3865643302759665
20,02/02/2021,12.526431421587144,-17.013682391205815,-57.472257805627144,92.71868382472715,90.63110702379585,-43.046727804210796,87.95569149375878,-13.18194640338505,-58.94512121089481,-53.366384416268154,-1.165077362621053,38.43053173241853,-23.11659628934803,53.74603908555575,-16.487389596874984,61.944184993348614,9.228562320688557,136.62089055347482,-5.7224547300377075,-25.658536585365855,-26.849206256826815,65.47156704871965,26.846877098723976,-0.8904014446450895,-30.350080863864758
21,02/03/2021,16.81254919502953,-2.251414066824649,-15.805074860365862,101.69578330393216,231.48875643457058,-46.08979096783975,203.4782608695652,-15.263779419438112,-60.35612169256138,-48.75544969565278,6.937829293993677,28.96865520728008,-41.216070091773645,44.2260705559604,-22.906073666331665,24.60742843898482,-30.469622168746437,-16.905786212716905,15.40854188047683,-26.294186630926454,-0.9260504357657904,98.16764643272364,-27.58946338830989,-50.09687034277198,-52.25092098244038
22,02/04/2021,25.932065853209274,-5.024662442687462,-4.136591311634639,10.52330482957967,107.39160122908842,-17.762905232757607,69.29896718764282,-18.57085557372497,-52.532232645403376,-59.962485795260065,201.95998987085338,16.199115718859584,-16.179606932671025,117.31030873888018,-12.82745350910163,16.784332615796842,-24.108736675677054,9.981336500472647,8.799434098835295,73.28321820398213,86.92207661486067,-7.570280920041135,-4.78655206799943,-30.244765469645575,-49.28326599454152
23,02/05/2021,-38.75742856367534,-16.10253841089404,-40.254309126871995,17.90680256602299,2.2388059701492535,-58.12154919063599,30.148367952522253,-42.529139367177535,-40.61785372749574,-38.09027463065349,147.53929929107161,-36.5833841153768,-45.86062394967036,-20.201745877788554,-1.3945110331841193,-5.338557243689436,-48.50907053906149,-65.96955992745805,-17.96753499222395,-8.388679724184609,22.306336624848083,-12.308920278637771,-52.256078442550525,-23.33536957849725,-43.325743986878415
24,02/08/2021,-30.03354700518167,-36.11276137224066,56.463388292893654,-23.24693685202639,-8.31955221981936,-44.85324481114866,-7.47280584115631,-3.4945239443218865,-48.006838999834955,-56.08338616671196,25.978289647868678,-3.05532617671346,-63.64405867795273,-1.3466590519703028,-12.762164800418757,-20.908685852073177,-32.271956661535164,-66.46906402072932,-9.621532432711149,7.703811314305247,63.850362491912115,0.03153476435919184,-46.037995250593674,-49.13671765037065,-3.446270087534936
25,02/09/2021,-22.689290670551067,-15.407135293800058,27.133181247457866,-33.33030770627213,-47.450792126740275,-47.86235438928234,-48.697105961028484,-20.567531436687972,-40.24638309614854,-65.56778926395053,21.884389968167078,-32.206812264201076,-56.58694403289692,-22.028243962341385,16.221332712994233,-38.789524818936584,-30.643287792466396,-35.282798581682954,-35.57033827259959,-52.49018483391416,59.254904387647755,-28.702193220953415,-64.43926502534396,-33.488096159302536,-16.665595332826484
26,02/10/2021,-41.26975723516503,-29.978000277992127,87.70477855297557,-40.64559870428265,-60.871056241426615,-41.71722903662316,-54.40308396578726,0.49682899466538455,41.105903163341246,-42.600922073540985,35.758034773445736,-0.8361658735554044,-35.59592733080455,-33.19816657068249,15.134452878831281,-13.430020906738402,-31.094214498056257,-16.427868529816966,-31.283482321334333,-21.856027753686035,5.619666277433904,13.59960943459555,-54.27571909821197,-43.84491311360662,20.620534420135396
27,02/11/2021,-48.709190019993876,-46.50060881774502,33.46793771093611,-53.37614716071393,-65.07146024490909,-38.438578222249944,-54.17898153980328,-17.518353523010457,5.368620590514154,-59.25070124614889,-25.95071737159315,8.724363451647724,-31.395721646025486,29.13333845090965,-7.134913666959321,-28.552361396303898,-40.98774415061734,46.655571178513014,-29.930606281957633,-1.5648567119155354,-2.90515535870432,-6.034705556581133,-41.8571892946148,-10.231509453425486,-34.39735604986177
28,02/12/2021,-45.1123035061496,-47.45289596136272,51.83372498176809,-17.243701052482372,-42.004642071829956,-58.5606267650542,-32.73327568587375,0.610708524313113,18.447661525427954,-57.3929643649654,6.796642296236122,-16.598966026587888,-35.63387251414963,-5.538394248380307,-15.07900347305801,-45.76502396460612,-46.86243586041449,-21.356522643373367,16.722663408674403,6.953017395296639,-28.598401640534217,-27.906662809757982,-42.7613147614726,-57.64424068092793,-45.9449299877831
29,02/16/2021,-19.376148117313836,-48.87670141239514,28.21370543821084,-31.337671342471594,-38.71031510694659,-19.226698800230523,-41.17158719452083,82.14685150987073,-51.90511349560639,-53.98801832491483,73.1237282049236,3.205826300027226,-14.650174490600024,-49.940360121146746,6.305169761856052,-43.0081415501189,-28.62465535656623,-53.38702718251115,-14.460580912863072,-33.14814137943639,-2.2417276639923145,-18.632545249848445,-31.567435308074444,31.948621172459973,-36.27178149432987
30,02/17/2021,-55.96161042595425,-0.47982225944348345,67.55457982680815,11.582972387655657,-35.496789778145065,-34.120659041169425,-18.444901378417487,83.2226168272056,12.385221947465805,-49.558433689313034,6.180344478216818,31.111524855706573,-4.401386653460443,-12.827293265176518,6.3932634880384365,-52.99985217201546,43.04667907127255,-35.28588964060403,47.5011256190905,18.594355285002766,79.09081276458281,24.94869117488208,-10.625872794210995,17.092212706632147,-45.759481640596746
31,02/18/2021,-75.77579124839346,-31.2311227047268,-37.00898532612209,-35.037122870263076,-72.67548962575141,-56.857880054998844,-59.18931703234727,-11.277693176794223,-34.30489500256091,-46.73280782821419,-50.04087279129724,-23.525643958457245,-39.85537295712882,-46.78777845546165,-36.35480078863818,-63.47581876922427,-18.5612174314042,-67.8672107820764,-35.9324632621205,-38.64073314534735,-38.35862459378637,-54.688380622313446,-49.7211688601383,-45.65180405962492,-51.425801595828815
32,02/19/2021,-48.560409845412046,-38.530273571021404,19.012246185111863,36.707735297853425,-31.368718115706066,-32.141381611703764,-17.80497433872878,9.29924590766967,-28.128364546212755,-37.09435206211999,-16.466298422325714,6.1725480939454735,-13.021552413201762,35.9577223696485,-9.452401550834695,-8.424265462188632,17.814034074501876,-40.695586702189274,0.4355738898325649,-18.28883656878859,-4.500765068621826,-21.46514652637006,-9.331156063585164,-35.858404637041126,-37.19595140323582
33,02/22/2021,-14.248843025567549,-41.46339814717801,20.00795427763375,-18.117663499161544,-33.82887940714126,-42.628539462643346,-15.199057422795487,-10.347759833467123,6.512854807549413,-73.0578335336896,-31.055088223225276,-23.118401377497847,-22.418136020151135,-61.22541040785007,-6.483389842689247,-71.35373390977477,-2.059075867140581,-35.227868680511854,-16.402008604882493,-14.741986377804286,-19.294492698756592,9.510255426207838,-17.986998137924274,-21.906380349142594,-34.908470489532185
34,02/23/2021,-9.261816282546182,48.97712533344378,80.37421041969762,12.427287149656266,-13.897446089635299,-4.319136958144041,4.069404568718013,84.23008323424494,162.32070701103524,-38.933467067870275,6.8041851533011055,25.113055735009105,46.510599510861226,-18.495532238044206,37.339630679490746,-29.369998194837233,226.6357408705971,28.3103818930375,55.26460775611398,55.727058029689616,32.53482631797611,-6.1131653853315955,62.99906059182715,51.694840872785996,17.378946299868034
35,02/24/2021,1.6337208629318227,33.292559666000045,103.37506804572674,-57.57895923139774,-65.91690285231864,-9.149115514294952,-45.09829792848661,74.54592715339376,51.01740723398313,-46.39671847363866,26.159102000976088,-6.294529459141317,22.91408239211334,6.491760355945547,-10.055603561633543,-10.112467557435355,252.9524782333771,31.32958142806894,6.408227848101265,73.53280839895014,-0.28252578620431734,-27.23994161029643,12.197220383851754,-14.10811644171607,20.594387001477106
36,02/25/2021,45.60002356571336,64.88430801204706,235.94503846655365,-36.042771696196816,-57.5529719458123,33.95601614241321,-55.60196202224272,42.8099173553719,112.7396625507673,-35.12639304158739,9.577864490954239,29.629837038696312,71.00313183910649,-15.26384616527722,4.2573078044786765,12.99480347365117,133.53908730866664,29.00069361870789,6.586039893835335,105.59722695760883,8.69119594690881,-48.45768019897702,51.49750803484093,64.79207107660146,69.05044115508048
37,02/26/2021,49.5060503397757,95.47914011244536,148.79904638919243,16.487318495109925,-17.60227179191703,65.7503113325031,12.481779409382929,82.55658280286956,159.84936158910244,32.951475566802316,-8.926235282278354,48.52719280981434,59.66182213454648,-19.297135151498473,39.598818052000965,85.83802735205785,164.48924731182794,7.294765840220386,167.91054931430213,-1.4480009379763161,-6.480439471700718,1.8969353808191411,57.32382424816718,327.0421531431446,59.0138219514413
38,03/01/2021,40.26186941976649,53.65578158316797,108.79682179341657,-24.627154220061865,-12.743588026518449,77.90740621788284,-8.507589082144486,30.21715540144438,46.156000560145635,2.3863553180587074,-41.907054607839065,97.60570147341447,47.697312785410844,-32.108129132633216,5.7695661247394945,11.122344738976125,89.50165278881961,47.83121964382083,52.85660682899855,114.8688585149612,-9.401362770715355,-35.05033788442973,40.811940298507466,179.4362549800797,8.185022812344105
39,03/02/2021,2.70395598755622,43.42905471743631,-39.23115152407598,-20.310677227236447,-11.32232551685861,10.443323252297313,-8.639987116515018,7.655816964376023,17.709320146614623,18.423675798301996,-46.011096633180614,5.3151618398637135,40.30326348605027,-28.735339407903115,-18.0982034503915,26.10640730369658,7.615951202670043,34.16767189384801,45.57422409858512,84.87324949418812,-4.014969255079422,-40.35286060592884,28.02547770700637,135.4833502444424,-26.892793645662564
40,03/03/2021,44.40695947379588,47.14096662680953,31.308944220336627,81.01656455638756,54.81454412570802,6.159415331134438,66.78278458253737,96.67608967194793,99.29144923042415,37.53804531619885,-25.80487685811223,88.04671578617338,66.2731578214236,-14.893561172795758,22.024019049591054,53.30615778651564,69.77031661217002,23.35215314201717,27.361519483591874,88.68152274837512,3.3768555218776717,31.084639270733078,78.6891504931594,122.19421391452727,15.8116202615144
41,03/04/2021,101.59735336936093,143.8922550810031,18.12952249089321,73.930701865719,96.06405864074576,115.33376000871507,86.52575957727873,161.92873741285825,82.01711393551486,40.67326215430829,21.07599388750091,137.02611914718585,94.64797737135771,25.878643299163873,102.68195212215925,86.33070440612704,196.80992284078653,7.670207003744436,19.013043832396644,154.40251572327043,36.28885423671206,0.7749127048079505,154.25899688296968,131.2396126887781,42.666223701913
42,03/05/2021,165.8404809822806,139.21375233354075,20.409557525264624,134.14443382289042,159.27734375,109.06490185990675,132.12435233160622,175.74774858849332,313.4362802227279,9.343526955736733,64.33536212050277,147.7019213922794,100.68579502228019,-9.857212493015183,90.67706749912873,71.03442612854884,144.74241898817093,-9.149252563199498,70.88382851185823,287.99080635893506,39.40541046548097,42.979509243433334,186.68157535097527,87.24144723882067,64.59728430463018
43,03/08/2021,112.95324585927263,156.67361098410345,44.924163989369085,79.20609771763799,94.14428646656134,102.16100949701018,92.52074325113941,129.4847486097502,117.88264200636982,26.385325316891972,23.873514923210664,233.8720389639141,105.81529442856112,113.43365648965418,93.1223331831733,48.34696698465931,110.57603879274309,138.44831575815675,9.722503062814457,132.44777258418392,128.4221138371616,61.81789000641986,167.8271060250931,121.96365659187836,41.5832001328545
44,03/09/2021,23.764895149372393,60.749252571785995,62.07727668033296,56.52309006874587,9.405238033802089,42.95527073657993,49.70012347856765,35.73254319577324,240.98715805739738,54.1741128414603,-1.4150725973726666,149.84501747675262,33.86642045735578,-4.393589358417852,27.03411605803258,31.915984512296458,130.5655124412737,99.96571702835202,7.442396313364055,196.70858392564244,45.77008076365462,21.645113795611373,112.70924752153422,-10.199675204842402,28.435106349644933
45,03/10/2021,37.37640566190223,14.322931825957303,39.897217895150604,-8.642911296436695,33.53700601162905,11.33806568885546,18.461107479689982,21.249032581942924,133.1302290692978,2.1111745097450374,14.973282442748094,41.39449020164726,32.674073320320815,-6.572158792337457,23.79251814015845,-0.6155735617895068,7.408664178260378,98.91927657697397,2.5516664405553295,111.08259449370041,-7.560665855556996,-16.970203446487233,30.080492424242422,22.234317594230507,40.846319641500365
46,03/11/2021,76.70038285201115,6.370029125501901,28.241572168915795,-8.290942723128758,22.86880156125255,43.18222059006761,10.476105563480742,21.691803423914248,101.89173084740855,3.008113486758177,5.747849800713237,56.565958719712825,11.17984850488298,37.18036186993423,20.23987279179352,21.516255227303386,23.76274065685164,55.813176254334294,0.07352517155873364,126.58624471251763,31.992167224225348,-13.277392046931274,53.1832298136646,54.85937198998266,22.34055393839702
47,03/12/2021,-10.327123890652585,0.497668497800814,-10.216248840735451,-43.74477376196228,-10.859823923243187,-19.601445598807302,18.41635789762591,22.62085058167581,77.14563014616289,32.213455995807735,-9.728585011669116,5.080035571365051,7.349329145014955,-45.55907137860974,-9.662850773204996,-33.159970210843746,2.7108507561459843,-39.75535914839592,-21.213109605093077,72.99662933565293,-7.2186285689008205,-20.309142993554545,-19.759620685852905,31.56184779568389,11.471725953777375
48,03/15/2021,-28.567587366826807,-11.078713273362048,-31.88128291048348,-17.12603464459425,-11.192560917667821,-3.3845906773196286,-5.074954296160877,-20.417036581756925,-21.28833878458909,447.291924368263,-12.829669307740952,84.1280132020982,5.333205668326311,11.614713889921681,-14.248622893857846,-14.316514401824076,9.002627956451008,-14.657004635346032,2.825603899362053,46.37118613468135,108.9912364220042,-35.33998539790703,-0.08364867556263691,13.426310583580614,5.8396650979415226
49,03/16/2021,-7.067786573686597,-27.196742337606537,-30.54060952575425,-45.719661335841955,-7.95775867043684,2.340293551535718,-10.543360921194674,-21.350006723141053,-51.66311598347919,88.40526812057061,-9.966828905353877,46.41130357226682,-21.120583452422018,-15.346632991855614,-8.658758824739992,-9.565797694098938,-63.18305672529105,-45.54579078810103,-36.07680403733748,-16.950116449114443,44.01126081124298,-21.08633440058935,-37.11308022957039,-38.54147380114794,-13.57437214531515
50,03/17/2021,12.234004183798602,0.8039452485097699,-45.604925053533194,3.5632451100853455,16.6932059447983,35.45287587140397,4.061523672194184,-43.10871183916605,9.806348083879564,80.22325189553496,-21.645588454099094,57.051239669421484,-7.363193328641428,-27.93753634022759,-10.975473917977208,-41.655243483924906,-59.28807182674485,-56.599351849371935,-14.73358116480793,-19.160263778812993,78.21093434445586,154.98413364454117,-26.18710552704536,-5.27389324935137,6.122798937806826
51,03/18/2021,-11.909301960942994,-18.198307011832025,-64.35187206769234,-19.502404164277205,-23.70270530470781,-1.7047094698500507,-25.541457011594837,0.20727426773178406,-14.860380433529198,77.65115012360162,19.118017337505844,24.10575427682737,20.801315114438125,-18.26065606832511,30.17063857179931,-50.597240655575796,-26.54230451920433,38.361977916466635,-11.802382297068338,-24.35532461789337,30.87226453212652,39.077529819161214,-9.878554957724827,-36.79733602147493,-6.569507424242701
52,03/19/2021,22.770180225916995,12.754648141351138,-40.269737209840855,8.173717813793587,15.059187852754608,46.24805124063187,11.106311495080394,27.929099701814707,4.392395081919336,55.57498906864888,57.880294659300176,379.69081272084804,174.4376979404111,174.59249786871268,139.26610183899578,3.287671232876712,74.42321374123387,151.08965800554586,14.353680836174007,44.52739277853786,229.98389559521635,17.82810810810811,24.387383103502934,-65.2067206926849,-13.641961566818958
53,03/22/2021,18.96619807297425,-3.779278965573276,-15.680212014134277,6.342750357260635,28.68764389869532,27.601738478966297,39.181203275186895,19.81436603798887,45.606975184439975,-4.675770358189748,-16.520993593560217,28.885196741905418,34.34912936580108,62.87023775422516,-20.766359535438113,-28.501431089713215,22.87089580251275,-5.532866367017272,4.3590604893930385,-12.642912404366887,-9.861043358626183,61.953498248221685,24.832527770711437,-64.33841613379242,21.078476281217362
54,03/23/2021,38.68887671232877,-6.643594961515105,-15.927849884141818,47.05678403575006,11.524018150524174,51.40438528933562,20.482989599858982,38.88006764692066,28.483242177294983,-4.661422807883203,20.678111253844058,33.247061360940364,20.07214327401084,43.30484793345464,10.52945951832516,-5.683953277536165,28.364034970456913,5.53776129467296,-6.884828295693921,-21.864337675157188,-27.39431393088802,11.38326954620011,140.479421076436,-55.16819272388973,16.1891800322727
55,03/24/2021,-24.71208804125832,-21.63105280070251,-34.892688404415345,-25.815428585754756,-25.593060309217513,20.37902472040481,-22.247675515429187,-26.282574106510143,11.875,7.409228751741661,12.109747672467677,-12.959026301529741,-8.686758679428376,55.77830552385652,-15.77283229964733,-25.054120193891478,13.728714034057546,-3.853966362429922,10.362213082128168,-26.02726243787215,-34.46603766492501,30.495795641874572,85.6807093764467,-59.702417313901734,0.4882754185710021
56,03/25/2021,-23.8462432759939,-44.51758300356431,-48.52235307250098,-34.9916082895505,-27.6332899869961,-22.515611907735604,-33.007554296506136,-51.560828382809575,-40.49575618747108,-38.944851917185034,-39.46830675534898,-49.27838033261027,-22.323192610692796,-21.278931221795872,-39.59069767441861,-43.17333139977522,-24.897622608282436,-35.21872265966754,-26.503456164879108,-21.706173198574856,-33.0153861100101,-16.28796460412863,-28.639889443651928,-37.680559353150265,-26.11801273010137
57,03/26/2021,-39.149280678626695,-38.82208490010184,-32.951145825657655,-38.520209330809486,-47.31073446327684,-34.268701458980395,-31.965196793002914,-58.45622763154555,-62.131850799527946,-25.999122784385563,-35.13620126668274,-31.80317819587872,-9.264504389361553,-2.401740965444474,-33.45006202629604,-8.550578520332229,-7.649800056676847,-40.9631288766368,3.148442936259044,-62.220466999062054,-15.124354187232521,-9.355849295116656,-21.648970747562295,-35.707522356654394,-16.055297366816458
58,03/29/2021,-28.467933559037522,-47.648024376751394,-49.638380297249924,-34.38470728793309,-28.14364760768146,18.089583401298405,-25.349034842782565,-58.176404045781204,-44.70233842470118,-9.020392085567979,-19.869002017602856,-37.20575558649956,2.550588619822218,-47.17228007376072,-44.58230462381994,30.372554111231615,-7.831420971135904,-43.78578459235024,21.1529914251954,-38.19636811326562,-25.616893700077064,-9.533176843984528,-19.129494736300224,-40.615471367110814,-31.925137316064284
59,03/30/2021,-25.055546318828313,-33.857270134598664,-61.63380756730239,-41.99503722084367,-19.4811320754717,-20.71353058344714,-38.92653037176693,-66.9417748951906,-41.60178782731294,-40.302320630189485,-28.324293996633624,-26.261746383697606,-18.80988743010567,-40.424333051600456,-43.0414157027877,-3.0155602911020867,-23.846467329781294,-50.52461939377314,-8.680880842466449,-52.04540428982089,-28.6580474026633,-21.92344148742253,-37.950794621026894,-51.52278004973182,-13.127574115679677
60,03/31/2021,46.64938749714255,5.6997605037550265,-18.10726996482611,2.7020746887966807,57.08487084870849,37.21174077957538,15.07961532397919,-48.508042024393475,-44.99312770910987,6.502558673019235,11.426484745875245,44.039369287938136,16.695486048165552,68.47971979700623,-24.993112533289423,24.80408704563265,24.897325189553495,-3.0358132830690767,1.4518956222646044,-37.38918978666961,6.009903869166646,57.01245965362857,14.872784188111964,-4.848046309696093,-3.868849715742702
61,04/01/2021,1.439099091869625,-27.11671269042431,2.78744715186919,5.903328050713154,43.960724857411016,-19.318494091783457,37.115648454523445,-22.509668319759772,-2.6355785170698875,-42.03056498154707,18.13925808371355,-10.095529231944974,40.69150065836979,-38.94204945590546,-6.483594461870933,14.655227099720882,-10.23494155056848,-0.7480494409738049,31.35201325361954,-32.2731567908917,-30.92654901916833,8.997302735796548,-3.5297950908695968,20.71995024102006,-7.804064363512047
62,04/05/2021,62.93409023691494,0.6198279100755802,4.79906871505632,37.6976753788348,43.44431959311609,37.07148474286657,25.443272685131536,-20.47153326075222,24.59221410322834,-36.91813097282776,29.717048882079762,21.47466412779012,5.124713023853069,27.753169203661106,13.916377364403335,34.92912983122671,12.091635842978164,-11.639311043566362,26.943068737637805,-14.971245403978505,-14.492819694552086,98.165206320677,36.61765379506207,-9.181303764759756,-0.9939887060537981
63,04/06/2021,-11.918616933423982,-13.238091939941866,-13.624159864497178,-12.898132894014278,34.66829715683277,2.9112841945288754,4.22925814652184,-22.52955758962624,-3.6263106941736316,-79.91362957581629,15.157463514551505,-42.18174834352293,8.019932072290949,-15.882055855836494,-39.423433919266664,-8.144313100776596,-8.417523879500367,-36.86494948057493,-13.830410172043612,-33.95004625346901,-25.582096409887168,28.308391797898285,-25.11959815021528,-4.9741004935730855,-24.967252371644648
64,04/07/2021,-19.124169698350432,-27.56381050075546,-7.6596307619943556,31.802426343154245,-24.344827586206897,1.860707648288372,-13.522392062215072,-34.185016754427956,-18.282876284721254,-45.00339026831552,-25.66283313821362,-61.288874639307465,32.00084338102081,-37.265484451297866,-26.905645098090435,-27.65068848031904,-14.792886137836685,-14.13021392702679,57.96737186208598,-41.03107574917664,-42.854946019168054,44.291048795375396,-39.7892164350084,-17.08906044059499,-17.17576259669177
65,04/08/2021,-20.082808731450065,-20.626698566816103,0.22635567365416792,-9.828128006156609,8.649837010082633,-1.9746657283603097,4.5650500384911465,-9.659053726850338,-40.741098520032196,-53.38709049121577,-7.838669249173977,-23.713900816704555,-11.588687250938905,27.276499608096273,-13.982913335027664,-16.029593094944513,-31.697244600907183,8.870992625505261,-0.04198356182079478,6.241580601706332,-31.51552668496952,-69.752540420455,-19.047428776920924,6.270348486675509,-3.2208695170427
66,04/09/2021,-30.16162834094106,-11.996235245983451,-33.591474535209734,18.95824199912319,-17.5205047318612,-14.628663573308842,-23.284853826942854,-45.92046260927332,-35.47861838145,-38.41509433962264,-25.0150984418408,-42.16791979949875,-44.64278375231181,-38.58589542792165,-48.16351999337179,75.31550668499312,-4.165886732805058,-66.28407261422306,-14.784684120908706,-41.145091161533124,-42.71166839087558,-31.095895148182727,-35.62704694323144,31.167900216841993,-35.810841260666386
67,04/12/2021,-41.52855761382017,-50.730128617969875,190.5416967460763,-29.04829852553293,-45.685014759506856,-72.0478801967609,-32.35560931357726,-57.569087664269105,-32.07511540075535,-52.45015375458784,-64.33762204154954,-78.59431686340952,-77.44639720096731,-80.39348395048697,-76.03156820157415,-66.27069133398247,-74.09317367362993,-76.30457367702036,-68.21208068265382,-62.204432737225524,-82.87567670652861,-48.183794992247066,-59.61567867883174,-12.452739687376559,46.86330805942758
68,04/13/2021,-20.87662229893451,-18.44819559601581,127.06612402788411,14.251257666597752,-23.419608778625957,-50.352455160558975,-40.377532228360955,-45.397929408002554,13.010158887634704,15.844146103652593,-24.33242040397124,-51.954095268039616,-19.209016886607035,-58.10615920363009,-33.922790643729684,144.2186609403375,-34.67572375869319,-35.928895758863874,13.414875705655144,-55.80703092326994,-24.007416973262906,-19.169551080344032,-25.43558740617464,7.888055972013993,-4.7449342473630844
69,04/14/2021,-27.079435116820065,-8.635749907559777,73.61111111111111,-17.606685353522124,-26.33461943177832,-24.257746436009025,-26.0424286759327,-31.030936901709545,60.7554793240172,-39.047706030992174,-9.499693558272314,-26.27063774684364,16.767683865942857,-43.62578933644722,-16.248622858900138,7.522672499059666,-28.33874864617179,-38.30631206240183,-20.200340916265073,-58.54663297813908,-27.771281094852952,27.08128804241115,-63.204814745157044,0.8650065530799476,-15.328196586814805
70,04/15/2021,0.02888357188301373,0.9223939772168914,143.44288968434756,9.28016221696519,15.687207550162583,-22.043908969210175,19.029462738301557,-28.714586280697933,-17.595102263043273,-34.2083174360931,31.706672926814957,-12.029499090125467,35.278062355693514,-13.89383859982577,-21.9311794451645,18.12373432128224,-27.54646840148699,-17.121126760563378,-4.480644385669632,-38.46128259712613,59.1797680587288,-39.16731244891243,-59.29690646516177,9.879377179115144,57.57057704965991
71,04/16/2021,-26.960621691684842,-14.085024285571205,13.574390805843928,-10.593517609092185,-26.207322551662177,-46.70932358318099,-20.3749383325111,-33.025982654288846,-28.669034210412264,41.866565291769625,50.004964421644885,-7.264640474425501,-11.75592473235394,-18.608475949849833,-27.76202616848542,44.33315257264985,15.6248255327068,-7.978256465662772,2.5434664041610686,-47.779248218058555,16.932080032759806,30.664650163177587,-36.54224582227081,-36.209446923732635,5.690162758102698
72,04/19/2021,-8.911337956585387,0.20516374830979087,11.114163882539124,-17.733707627758157,8.263635713775109,-17.446622648787237,-17.34851021091396,-28.018777621637035,17.2316617827772,3.4237500871626803,0.18920197310629097,-9.009507346585998,-28.972687771570456,-11.598805389262017,-38.28378595532701,9.637494750104999,-23.382601135375648,22.606887494527943,-15.449303219605959,-49.039592316738535,-17.83354718156817,-31.135836529278905,-46.964794380375565,-41.939398898161784,-20.413968222964186
73,04/20/2021,-21.819839460905758,17.314078832752614,22.159988300672712,-4.479242534595776,-15.86894156726559,-22.66423559312669,-11.473410310619613,29.719051217798288,24.346125641652407,-18.041031106374476,22.175594803678294,-32.671594508975716,-21.93246558112269,-25.57909731401512,3.015928567374813,64.62255861091258,-3.8768872902711666,-22.663937458383685,-10.160164638511095,-22.6195219123506,-3.836438148301944,-1.112796243170647,-46.60873993443458,-28.235066556471892,-5.832658039053099
